,Keyword,Top Ranked URL,Rank,Rank Change,Search Volume,Ranking Difficulty,Broad Cost Per Click,Phrase Cost Per Click,Exact Cost Per Click,SEO Clicks,SEO Clicks Change,Total Monthly Clicks,Mobile Search Percent,Desktop Search Percent,Searches Not Clicked Percent,Paid Clicks Percent,Organic Clicks Percent,Broad Monthly Cost,Phrase Monthly Cost,Exact Monthly Cost,Ads,Number of Ranking Homepages
152554,buying a house to rent out,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,33,5.0,180.0,43,2.04,2.08,1.33,1,0.0,140.0,0.53308,0.46692,0.2,0.04999999875,0.949999976250001,26.4,0.3,0.3,1,0
169598,buying a house to rent out,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,33,5.0,180.0,43,2.04,2.08,1.33,1,0.0,140.0,0.53308,0.46692,0.2,0.04999999875,0.949999976250001,26.4,0.3,0.3,1,0
377535,rent to own homes in san antonio,https://www.homelight.com/blog/buyer-ultimate-guide-to-rent-to-own-homes/,41,21.0,90.0,74,1.19,1.17,1.2,0,0.0,75.0,,,,,,26.4,36.3,29.4,7,6
23192,rent to own homes with land,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,5,2.0,110.0,42,1.7,,1.7,4,1.0,55.0,,,,,,26.12,,,0,5
160446,rent to own homes in savannah ga,https://www.homelight.com/blog/buyer-buy-house-savannah/,51,-33.0,185.0,39,0.94,,0.94,1,-1.0,190.0,,,,,,26.08,,26.08,0,24
102433,rent to own homes in savannah ga,https://www.homelight.com/blog/buyer-buy-house-savannah/,51,-33.0,185.0,39,0.94,,0.94,1,-1.0,190.0,,,,,,26.08,,26.08,0,24
21426,rent to own homes in san diego,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,22,0.0,510.0,79,0.88,,0.88,4,0.0,400.0,0.8013019390581719,0.19869806094182801,0.23684210526315802,0.310344816884662,0.689655148632581,26.02,,,1,6
355721,realty houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,61,-13.0,125.0,39,0.81,0.74,0.97,0,0.0,100.0,,,,,,25.8,8.1,0.9,1,30
32956,find places to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,22,-3.0,400.0,87,1.13,4.19,4.19,3,-1.0,360.0,0.23913580246913602,0.760864197530864,0.111111111111111,0.10416666449652802,0.8958333146701392,25.7,0.14,0.58,3,30
234153,condos for rent in murrieta ca,https://www.homelight.com/murrieta-ca/homes-for-sale/condos,37,2.0,55.0,26,0.66,,0.66,0,0.0,55.0,,,,,,25.54,,25.54,0,1
8372,renting your house out,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,0.0,90.0,39,4.62,4.24,3.8,8,0.0,55.0,0.525555555555556,0.47444444444444395,0.375,,,25.5,18.3,11.7,4,0
60108,rental price calculator,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,16,-5.0,180.0,25,2.49,,2.49,2,-1.0,125.0,0.49603550295858,0.50396449704142,0.307692307692308,,,25.36,,25.36,0,2
50065,rental price calculator,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,16,-5.0,180.0,25,2.49,,2.49,2,-1.0,125.0,0.49603550295858,0.50396449704142,0.307692307692308,,,25.36,,25.36,0,2
46302,home to rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,7,0.0,70.0,48,1.54,1.29,1.34,2,0.0,28.0,,,,,,25.2,21.9,12.6,11,13
13612,how much could i rent my house for,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,5,0.0,180.0,31,7.38,,7.38,6,0.0,180.0,0.5665706447187929,0.433429355281207,0.37037037037037,,,25.18,,25.18,4,1
495968,where to rent furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,39,-15.0,44.0,51,1.59,5.18,5.44,0,0.0,32.0,,,,,,24.9,6.41,13.84,13,44
15409,how can i rent out my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,80.0,36,3.16,6.53,6.43,5,0.0,70.0,,,,,,24.9,13.2,13.5,18,1
497430,moving elderly parents,https://www.homelight.com/blog/moving-in-with-elderly-parents/,40,2.0,80.0,74,2.71,3.1,3.74,0,0.0,70.0,,,,,,24.9,3.0,1.2,1,0
267601,rent to own anchorage,https://www.homelight.com/blog/buyer-buy-a-house-in-anchorage-alaska/,69,8.0,44.0,40,0.92,,0.92,0,0.0,30.0,,,,,,24.72,,24.72,2,8
427869,long term furniture rental,https://www.homelight.com/blog/furniture-rental-for-staging/,71,-48.0,40.0,90,11.87,5.07,3.43,0,0.0,28.0,,,,,,24.54,0.93,1.04,6,26
298262,atlanta rental agencies,https://www.homelight.com/atlanta-ga/top-real-estate-agents,85,-2.0,12.0,59,4.02,4.62,4.64,0,0.0,12.0,,,,,,24.17,5.76,26.39,5,59
394602,rent duplex,https://www.homelight.com/blog/buyer-what-is-a-duplex/,64,-45.0,135.0,43,0.13,0.15,0.04,0,-1.0,90.0,0.501640625,0.498359375,0.34375,,,24.0,4.2,1.8,3,7
25106,rent to own house contract,https://www.homelight.com/blog/buyer-rent-to-own-home-contract/,11,3.0,230.0,43,0.82,0.92,1.08,4,1.0,135.0,,,,,,24.0,7.2,12.6,8,0
42776,homes for rent or rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,6,5.0,80.0,56,0.96,,2.06,2,1.0,70.0,,,,,,24.0,,1.52,11,12
13489,rent to own homes nj,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,29,-1.0,1000.0,45,1.12,1.12,1.13,6,0.0,870.0,0.49603550295858,0.50396449704142,0.153846153846154,,,24.0,35.7,21.9,8,14
59838,rent or buy a house,https://www.homelight.com/blog/buyer-is-it-better-to-rent-or-buy-a-house/,27,-1.0,320.0,55,1.34,1.62,1.67,2,0.0,300.0,0.6029365079365079,0.397063492063492,0.36904761904761896,0.0377358483446066,0.9622641327874691,23.7,24.3,18.3,0,2
319682,seattle furniture rental,https://www.homelight.com/blog/furniture-rental-for-staging/,96,2.0,135.0,39,3.61,3.51,3.54,0,0.0,115.0,0.13288,0.8671200000000001,0.12,,,23.47,3.37,10.02,7,14
31464,current value of my house,https://www.homelight.com/home-value-estimator,8,1.0,135.0,40,3.11,2.55,2.73,3,0.0,135.0,,,,,,23.4,30.9,8.1,23,3
96999,rent to own homes in fort worth,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,43,1.0,130.0,0,1.26,1.42,1.38,1,0.0,85.0,,,,,,23.4,8.7,23.7,8,8
126987,houses rent to own by owner,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,10,3.0,55.0,94,0.88,1.04,1.01,1,0.0,55.0,,,,,,23.4,4.8,3.6,19,7
125257,rent to own homes listing,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,16,-6.0,70.0,31,1.44,1.33,1.27,1,0.0,40.0,,,,,,23.4,9.9,12.9,17,10
160668,brentwood tn condos for sale,https://www.homelight.com/brentwood-tn/homes-for-sale/townhomes,22,14.0,125.0,20,0.84,,0.84,1,0.0,110.0,,,,,,23.17,,23.17,2,8
79061,rent to own form,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,28,5.0,135.0,97,1.46,1.52,1.26,1,0.0,85.0,,,,,,23.1,4.8,3.9,13,2
457727,rent to own asheville nc,https://www.homelight.com/blog/buyer-what-are-typical-rent-to-own-terms/,35,9.0,90.0,35,0.63,0.66,0.7,0,0.0,65.0,,,,,,23.1,17.4,14.4,6,8
115156,rent to own form,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,28,5.0,135.0,97,1.46,1.52,1.26,1,0.0,85.0,,,,,,23.1,4.8,3.9,13,2
2271,rent to own companies near me,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,4,1.0,440.0,51,2.1,,2.1,20,4.0,200.0,0.5665706447187929,0.433429355281207,0.555555555555556,,,22.8,,22.8,0,17
16795,renting a house out,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,90.0,37,1.73,2.61,2.5,5,0.0,0.0,,,,,,22.8,4.8,6.3,1,0
17004,fair rental value calculator,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,17,-3.0,440.0,48,1.42,1.16,1.29,5,-1.0,300.0,0.243193398493831,0.7568066015061692,0.30379746835443,0.0363636357024794,0.963636346115703,22.69,9.69,7.31,2,2
164186,how to rent out a room in your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,41,3.0,270.0,34,6.53,,6.53,1,0.0,180.0,,,,,,22.34,,22.34,2,5
170568,how to rent out a room in your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,41,3.0,270.0,34,6.53,,6.53,1,0.0,180.0,,,,,,22.34,,22.34,2,5
119127,rent to own houses in atlanta,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,50,-6.0,150.0,34,0.9,0.86,0.88,1,0.0,100.0,,,,,,22.2,19.8,21.3,10,16
30224,rent a own,https://www.homelight.com/blog/buyer-are-rent-to-own-homes-real/,24,5.0,440.0,93,1.31,5.05,0.79,3,0.0,150.0,,,,,,22.2,472.27,1.2,18,15
5511,rent 2 own homes near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,7,10.0,440.0,47,1.45,,1.45,12,7.0,320.0,,,,,,22.2,,22.2,6,9
147668,rent to own houses in atlanta,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,50,-6.0,150.0,34,0.9,0.86,0.88,1,0.0,100.0,,,,,,22.2,19.8,21.3,10,16
55525,furniture staging rental,https://www.homelight.com/blog/furniture-rental-for-staging/,5,0.0,70.0,14,2.9,5.11,5.13,2,0.0,12.0,,,,,,21.9,0.28,1.42,6,15
69211,rent to own homes in pittsburgh,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,45,-8.0,320.0,18,1.23,1.09,1.17,1,-1.0,290.0,0.844291115311909,0.155708884688091,0.0869565217391304,,,21.9,35.4,16.5,4,7
22502,different types of houses,https://www.homelight.com/blog/types-of-real-estate-agents/,79,9.0,1500.0,28,0.97,1.26,0.23,4,1.0,720.0,0.350715255771842,0.649284744228158,0.526595744680851,0.0,0.9999999887640451,21.9,3.3,0.3,0,0
445871,rent to own agreement contract,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,26,2.0,70.0,43,1.94,1.67,1.46,0,0.0,12.0,,,,,,21.9,2.7,1.2,8,0
23045,how to rent a home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,4,0.0,90.0,61,5.15,,5.15,4,0.0,50.0,0.66619140625,0.33380859375,0.4375,,,21.66,,21.66,6,9
113236,list your property for rent,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,18,2.0,90.0,37,17.67,,17.67,1,0.0,90.0,,,,,,21.62,,21.62,3,7
491857,georgia rent to own homes,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,36,8.0,65.0,29,1.02,1.2,1.1,0,0.0,,,,,,,21.6,23.7,6.3,5,8
5603,selling rental property,https://www.homelight.com/blog/selling-a-rental-property/,2,0.0,135.0,34,1.42,2.51,2.69,12,0.0,75.0,0.5794290657439449,0.42057093425605496,0.42156862745097995,0.0508474567652973,0.94915252628555,21.6,11.1,3.6,11,0
415759,house for rent by landlord,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,17,2.0,44.0,76,0.82,,0.82,0,0.0,0.0,,,,,,21.45,,21.45,0,13
4466,rent to own townhomes near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,13,-5.0,900.0,36,1.96,,1.96,12,-8.0,540.0,,,,,,21.38,,21.38,0,14
116999,investment rental property,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,20,-2.0,135.0,42,3.17,7.56,7.22,1,0.0,85.0,,,,,,21.3,3.0,6.9,11,3
447568,rent to own houses knoxville tn,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,46,-4.0,18.0,35,1.53,,1.53,0,0.0,18.0,,,,,,21.15,,,1,8
157659,rent to own homes kansas city,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,26,-3.0,90.0,35,1.28,,1.28,1,0.0,65.0,,,,,,21.1,,21.1,5,17
336238,listing house for rent,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,19,5.0,44.0,22,1.23,1.37,1.6,0,0.0,44.0,,,,,,21.0,9.3,4.2,12,6
406791,listing house for rent,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,19,5.0,44.0,22,1.23,1.37,1.6,0,0.0,44.0,,,,,,21.0,9.3,4.2,12,6
133209,how much should i charge for rent calculator,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,9,-2.0,70.0,29,2.25,,2.25,1,-1.0,40.0,,,,,,20.97,,20.97,0,2
485238,rent to own homes atlanta ga,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,50,-4.0,44.0,31,1.15,1.14,1.06,0,0.0,30.0,,,,,,20.7,11.1,16.8,9,9
332950,cheap houses for rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,13,10.0,32.0,80,0.88,0.77,0.82,0,0.0,,,,,,,20.7,9.3,8.7,9,8
438508,rent to own homes atlanta ga,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,50,-4.0,44.0,31,1.15,1.14,1.06,0,0.0,30.0,,,,,,20.7,11.1,16.8,9,9
57459,rental guide,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,28,-9.0,360.0,80,0.82,0.93,0.82,2,-1.0,250.0,0.4500295857988171,0.549970414201183,0.307692307692308,,,20.7,0.9,2.4,8,18
27988,what can i rent my house for,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,5,1.0,90.0,54,6.59,7.7,8.86,3,0.0,70.0,0.559256198347107,0.44074380165289295,0.23636363636363603,0.119047616213152,0.8809523599773249,20.67,3.15,33.38,4,3
32821,what can i rent my house for,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,5,1.0,90.0,54,6.59,7.7,8.86,3,0.0,70.0,0.559256198347107,0.44074380165289295,0.23636363636363603,0.119047616213152,0.8809523599773249,20.67,3.15,33.38,4,3
111805,how much rent should I charge,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,76,-35.0,320.0,25,1.87,3.59,2.32,1,0.0,320.0,0.539440634049688,0.460559365950312,0.33333333333333304,0.074074072702332,0.9259259087791502,20.58,1.41,0.87,6,0
819,rent or sell house,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,1,0.0,220.0,37,15.35,,5.59,36,0.0,155.0,0.5863580246913579,0.413641975308642,0.305555555555556,0.0399999984000001,0.959999961600001,20.53,0.0,0.0,5,2
53632,what should i rent my house for,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,4,0.0,44.0,43,2.09,2.56,2.64,2,0.0,38.0,,,,,,20.4,5.4,3.0,8,2
400959,where to advertise apartment for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,94,-6.0,110.0,40,15.51,,15.51,0,0.0,40.0,,,,,,20.32,,20.32,5,10
20993,find a house to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,11,1.0,270.0,66,0.73,1.18,1.13,4,0.0,250.0,0.228026159334126,0.771973840665874,0.0689655172413793,0.037037035665294996,0.9629629272976691,20.1,6.9,9.9,14,23
101427,websites to find houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,29,-1.0,135.0,80,0.92,0.79,0.75,1,0.0,105.0,,,,,,19.8,3.6,5.7,6,36
127152,looking for rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,2,1.0,12.0,44,1.16,1.14,1.18,1,0.0,12.0,,,,,,19.8,22.2,21.9,20,11
384106,vacation rental investing,https://www.homelight.com/blog/buyer-getting-into-real-estate/,99,-11.0,44.0,23,3.91,6.93,7.46,0,0.0,22.0,,,,,,19.67,0.78,4.95,15,3
461986,vacation rental investing,https://www.homelight.com/blog/buyer-getting-into-real-estate/,99,-11.0,44.0,23,3.91,6.93,7.46,0,0.0,22.0,,,,,,19.67,0.78,4.95,15,3
379449,rent to own homes cincinnati ohio,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,99,-2.0,110.0,33,1.41,1.35,1.38,0,0.0,110.0,,,,,,19.5,12.6,24.9,4,9
20843,rent to own homes chicago,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,22,2.0,440.0,36,1.11,1.28,1.14,4,1.0,400.0,,,,,,19.5,8.1,6.3,6,12
171256,rent to own homes alexandria va,https://www.homelight.com/blog/buyer-buy-house-alexandria-va/,28,-1.0,135.0,43,1.04,,1.04,1,0.0,135.0,,,,,,19.39,,19.39,1,5
14356,realtor rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,8,-5.0,260.0,39,3.79,,3.79,6,-10.0,250.0,,,,,,19.21,,19.21,2,15
157826,looking for rental property,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,9,-1.0,70.0,76,0.99,1.2,1.9,1,-1.0,40.0,,,,,,19.2,0.6,10.77,12,29
122976,rent staging,https://www.homelight.com/blog/furniture-rental-for-staging/,10,-2.0,44.0,15,3.31,2.86,2.79,1,0.0,18.0,,,,,,19.2,5.7,1.5,0,6
161033,rent staging,https://www.homelight.com/blog/furniture-rental-for-staging/,10,-2.0,44.0,15,3.31,2.86,2.79,1,0.0,18.0,,,,,,19.2,5.7,1.5,0,6
278793,building rental property,https://www.homelight.com/blog/should-i-sell-my-rental-property/,101,-12.0,40.0,93,1.92,,,0,0.0,12.0,,,,,,19.2,,,2,2
234788,building rental property,https://www.homelight.com/blog/should-i-sell-my-rental-property/,101,-12.0,40.0,93,1.92,,,0,0.0,12.0,,,,,,19.2,,,2,2
481703,brentwood ca homes,https://www.homelight.com/brentwood-ca/top-real-estate-agents,46,-20.0,55.0,39,0.98,0.98,0.9,0,0.0,28.0,,,,,,18.6,22.2,10.2,0,8
332895,brentwood ca homes,https://www.homelight.com/brentwood-ca/top-real-estate-agents,46,-20.0,55.0,39,0.98,0.98,0.9,0,0.0,28.0,,,,,,18.6,22.2,10.2,0,8
41203,renting out my home,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,-1.0,44.0,37,2.71,6.14,5.78,2,-2.0,22.0,,,,,,18.6,8.1,9.9,4,0
474188,how to list property for rent,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,9,1.0,22.0,41,17.72,,17.72,0,0.0,24.0,,,,,,18.46,,18.46,8,11
146784,homes for sale in warrenton mo,https://www.homelight.com/warrenton-mo/top-real-estate-agents,49,-2.0,180.0,33,0.29,,0.29,1,0.0,165.0,,,,,,18.4,,18.4,3,5
373657,home for sale in brentwood tn,https://www.homelight.com/brentwood-tn/top-real-estate-agents,48,2.0,100.0,68,1.06,,1.06,0,0.0,55.0,,,,,,18.38,,18.38,5,9
155555,rent to own housing list,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,4,1.0,28.0,32,1.28,,1.28,1,0.0,12.0,,,,,,18.33,,,5,14
21386,house for rent with option to buy,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,4,4.0,100.0,27,1.15,0.97,1.03,4,2.0,55.0,,,,,,18.3,9.6,7.5,39,6
471006,renter law,https://www.homelight.com/blog/landlord-selling-house-tenants-rights-california/,56,-17.0,55.0,67,1.28,3.96,,0,0.0,,,,,,,18.3,0.89,,3,1
234000,how to make money on vacation rental property,https://www.homelight.com/blog/buyer-getting-into-real-estate/,61,-6.0,44.0,23,2.02,,2.02,0,0.0,34.0,0.266786389413989,0.733213610586011,0.23913043478260898,0.0285714277551021,0.97142854367347,18.21,,18.21,7,1
452162,how to make money on vacation rental property,https://www.homelight.com/blog/buyer-getting-into-real-estate/,61,-6.0,44.0,23,2.02,,2.02,0,0.0,34.0,0.266786389413989,0.733213610586011,0.23913043478260898,0.0285714277551021,0.97142854367347,18.21,,18.21,7,1
9987,selling parents home,https://www.homelight.com/blog/selling-parents-home-after-death/,1,0.0,44.0,76,5.04,9.28,,7,0.0,44.0,,,,,,18.06,0.05,0.0,8,0
498794,renters rights law,https://www.homelight.com/blog/landlord-selling-house-tenants-rights-california/,69,-60.0,50.0,67,1.39,1.59,1.21,0,-1.0,,,,,,,18.0,3.0,1.26,7,2
444302,can i rent a room in my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,85,-31.0,125.0,46,6.07,,6.07,0,0.0,70.0,,,,,,17.92,,17.92,1,5
289749,rent to own sarasota fl,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,39,0.0,44.0,35,1.05,,1.05,0,0.0,14.0,,,,,,17.88,,17.88,3,11
79316,transferring ownership of property from parent to child,https://www.homelight.com/blog/sell-house-to-child/,53,12.0,220.0,82,1.88,,1.88,1,0.0,220.0,,,,,,17.83,,,9,0
115346,transferring ownership of property from parent to child,https://www.homelight.com/blog/sell-house-to-child/,53,12.0,220.0,82,1.88,,1.88,1,0.0,220.0,,,,,,17.83,,,9,0
6285,i want to sell my rental property,https://www.homelight.com/blog/selling-a-rental-property/,3,-2.0,180.0,85,16.95,,16.95,10,-20.0,125.0,,,,,,17.81,,17.81,14,0
767,legit rent to own home programs,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,2,0.0,440.0,97,1.68,,1.68,36,0.0,220.0,0.74648,0.25351999999999997,0.5,,,17.79,,17.79,22,19
22405,rent to own homes tampa fl,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,26,12.0,630.0,28,1.16,1.25,1.26,4,1.0,510.0,0.48448619284744204,0.515513807152558,0.21276595744680799,0.40540539444850293,0.5945945785244711,17.7,40.2,34.2,12,10
163689,search for rental homes,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,17,-2.0,55.0,88,0.84,,1.29,1,0.0,12.0,,,,,,17.7,,0.0,6,41
170611,search for rental homes,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,17,-2.0,55.0,88,0.84,,1.29,1,0.0,12.0,,,,,,17.7,,0.0,6,41
259782,we rent for you,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,38,-21.0,44.0,99,1.99,3.14,1.99,0,0.0,44.0,,,,,,17.55,0.69,17.55,4,16
362449,rental comps near me,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,27,4.0,28.0,52,3.29,,3.29,0,0.0,12.0,,,,,,17.53,,,1,20
490435,rental comps near me,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,27,4.0,28.0,52,3.29,,3.29,0,0.0,12.0,,,,,,17.53,,,1,20
35176,find a rental home,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,13,-1.0,220.0,81,1.23,3.53,3.52,3,0.0,190.0,0.47,0.53,0.14285714285714302,0.21428570918367398,0.785714267006803,17.48,1.01,3.37,8,37
331258,trenton ga homes for sale,https://www.homelight.com/trenton-ga/top-real-estate-agents,42,2.0,110.0,32,0.27,,0.27,0,0.0,100.0,,,,,,17.44,,17.44,0,5
115757,looking to rent a house,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,13,7.0,44.0,64,0.8,0.81,0.8,1,1.0,26.0,,,,,,17.4,13.8,10.2,13,20
131593,looking to rent a house,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,13,7.0,44.0,64,0.8,0.81,0.8,1,1.0,26.0,,,,,,17.4,13.8,10.2,13,20
402526,houses for rent to own in florida,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,36,3.0,44.0,30,0.6,0.64,0.6,0,0.0,44.0,,,,,,17.4,6.6,7.5,10,11
167184,sorrento springs homes for sale,https://www.homelight.com/sorrento-fl/top-real-estate-agents,49,-1.0,230.0,25,0.38,,0.38,1,0.0,190.0,,,,,,17.39,,17.39,0,1
109788,sorrento springs homes for sale,https://www.homelight.com/sorrento-fl/top-real-estate-agents,49,-1.0,230.0,25,0.38,,0.38,1,0.0,190.0,,,,,,17.39,,17.39,0,1
451702,power of attorney form texas for elderly parent,https://www.homelight.com/blog/power-of-attorney-to-sell-property/,83,2.0,90.0,38,2.68,,2.68,0,0.0,44.0,,,,,,16.95,,16.95,5,0
5962,how much would my house rent for,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,5,1.0,300.0,44,12.16,3.94,3.13,10,1.0,300.0,,,,,,16.91,9.3,6.6,4,3
108416,look for houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,14,0.0,90.0,35,0.85,0.78,0.76,1,0.0,65.0,,,,,,16.8,13.2,14.1,6,8
118410,rent to buy properties,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,7,7.0,55.0,50,1.16,1.31,1.33,1,0.0,28.0,,,,,,16.8,3.6,2.4,6,7
426492,rent to own realty,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,3,4.0,7.0,87,0.89,0.87,0.93,0,0.0,,,,,,,16.8,3.6,3.6,9,15
84603,look for houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,14,0.0,90.0,35,0.85,0.78,0.76,1,0.0,65.0,,,,,,16.8,13.2,14.1,6,8
488683,how much can i rent my house,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,7,-2.0,1.0,45,2.53,4.25,4.23,0,0.0,,,,,,,16.8,17.7,1.2,7,1
49147,rent to own homes in mobile al,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,32,-1.0,300.0,28,0.82,0.75,0.78,2,0.0,230.0,,,,,,16.8,21.0,15.0,11,8
339266,classified rental homes,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,21,1.0,4.0,98,0.35,0.3,0.3,0,0.0,,,,,,,16.8,0.3,0.3,19,14
6262,rental realtors near me,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,48,-24.0,2700.0,68,2.68,,2.68,10,-10.0,2700.0,0.659349112426036,0.340650887573964,0.102564102564103,0.171428566530612,0.82857140489796,16.79,,16.79,5,19
374359,used rental furniture for sale,https://www.homelight.com/blog/how-to-price-furniture-when-selling-a-house/,95,-24.0,44.0,67,2.77,2.06,2.06,0,0.0,30.0,,,,,,16.72,0.58,0.82,6,39
491370,new homes for sale in brentwood ca,https://www.homelight.com/brentwood-ca/homes-for-sale,33,7.0,40.0,37,3.03,3.21,3.06,0,0.0,40.0,,,,,,16.5,1.2,4.8,2,6
490597,renton wa homes,https://www.homelight.com/renton-wa/homes-for-sale/2-bedroom,53,4.0,12.0,40,1.1,1.25,1.26,0,0.0,12.0,,,,,,16.5,9.3,8.4,2,8
478523,real estate renton,https://www.homelight.com/renton-wa/top-real-estate-agents,26,3.0,44.0,37,0.61,0.94,0.95,0,0.0,44.0,,,,,,16.5,10.5,7.8,3,4
17945,find a rent to own home,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,1,0.0,28.0,61,1.23,1.19,1.21,5,0.0,12.0,,,,,,16.5,5.4,6.0,9,9
465933,mobile homes for sale renton wa,https://www.homelight.com/renton-wa/homes-for-sale/2-bedroom,37,3.0,55.0,36,1.0,0.96,0.98,0,0.0,60.0,,,,,,16.5,7.2,11.1,6,7
111447,buy a house or rent,https://www.homelight.com/blog/buyer-is-it-better-to-rent-or-buy-a-house/,29,-5.0,90.0,57,1.59,,1.59,1,0.0,65.0,,,,,,16.45,,16.45,4,4
139073,how much does it cost to rent furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,22,-1.0,135.0,44,3.29,,3.29,1,0.0,55.0,,,,,,16.43,,16.43,4,22
