Keyword,homelight.com,listwithclever.com,opendoor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),listwithclever.com (pages),opendoor.com (pages)
homes for sale in hartwell ga,36,0,0,1000,39,0.15,0.3,826000,"informational, transactional",https://www.homelight.com/hartwell-ga/homes-for-sale/2-bedroom,,
homes for sale in hayden idaho,53,0,0,1000,50,0.65,0.33,3400000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/hayden-id,,
homes for sale in helen ga,54,0,0,1000,49,0.20,0.33,3970000,transactional,https://www.homelight.com/helen-ga/top-real-estate-agents,,
homes for sale in helena montana,46,0,0,1000,52,0.21,0.28,3540000,"informational, transactional",https://www.homelight.com/helena-mt/sold,,
homes for sale in hollis nh,42,0,0,1000,40,0.16,0.17,1290000,"informational, transactional",https://www.homelight.com/hollis-nh/top-real-estate-agents,,
homes for sale in hooksett nh,53,0,0,1000,51,0.17,0.24,775000,"informational, transactional",https://www.homelight.com/hooksett-nh/top-real-estate-agents,,
homes for sale in houma la,52,0,0,1000,49,0.15,0.3,1180000,"informational, transactional",https://www.homelight.com/houma-la/top-real-estate-agents,,
homes for sale in hubert nc,33,0,0,1000,37,0.35,0.38,1350000,"informational, transactional",https://www.homelight.com/hubert-nc/homes-for-sale/1-bedroom,,
homes for sale in hull ma,39,0,0,1000,48,0.13,0.29,4570000,"informational, transactional",https://www.homelight.com/hull-ma/homes-for-sale/single-family-homes,,
homes for sale in hunterdon county nj,39,0,0,1000,45,0.15,0.19,84,"informational, transactional",https://www.homelight.com/hunterdon-county-nj/top-real-estate-agents,,
homes for sale in imperial ca,49,0,0,1000,46,0.34,0.29,10200000,"informational, transactional",https://www.homelight.com/imperial-ca/sold,,
homes for sale in janesville wi,51,0,0,1000,52,0.29,0.23,3810000,"informational, transactional",https://www.homelight.com/janesville-wi/top-real-estate-agents,,
homes for sale in jasper al,42,0,0,1000,48,0.35,0.27,3520000,"informational, transactional",https://www.homelight.com/jasper-al/top-real-estate-agents,,
homes for sale in jesup ga,23,0,0,1000,39,0.23,0.38,595000,transactional,https://www.homelight.com/jesup-ga/homes-for-sale,,
homes for sale in johnston iowa,43,0,0,1000,45,0.42,0.33,3000000,"informational, transactional",https://www.homelight.com/johnston-ia/top-real-estate-agents,,
homes for sale in johnstown pa,51,0,0,1000,55,0.27,0.23,1980000,"informational, transactional",https://www.homelight.com/johnstown-pa/top-real-estate-agents,,
homes for sale in kalispell montana,42,0,0,1000,55,0.24,0.35,533000,"informational, transactional",https://www.homelight.com/kalispell-mt/homes-for-sale,,
homes for sale in kalispell mt,52,0,0,1000,55,0.24,0.35,739000,"informational, transactional",https://www.homelight.com/kalispell-mt/homes-for-sale,,
homes for sale in key west fl,63,0,0,1000,57,0.38,0.39,17100000,"informational, transactional",https://www.homelight.com/key-west-fl/real-estate-agent-commissions,,
homes for sale in la pine oregon,52,0,0,1000,49,0.40,0.38,4860000,"informational, transactional",https://www.homelight.com/la-pine-or/top-real-estate-agents,,
homes for sale in la plata md,36,0,0,1000,47,0.21,0.31,1610000,"informational, transactional",https://www.homelight.com/la-plata-md/homes-for-sale/single-family-homes,,
homes for sale in lapeer mi,44,0,0,1000,41,0.27,0.37,100,"informational, transactional",https://www.homelight.com/lapeer-mi/top-real-estate-agents,,
homes for sale in las vegas nm,26,0,0,1000,45,0.17,0.35,4260000,transactional,https://www.homelight.com/las-vegas-nm/homes-for-sale/2-bedroom,,
homes for sale in lawrenceburg tn,52,0,0,1000,47,0.29,0.38,99,"informational, transactional",https://www.homelight.com/lawrenceburg-tn/top-real-estate-agents,,
homes for sale in lawrenceville nj,42,0,0,1000,44,0.19,0.27,94,"informational, transactional",https://www.homelight.com/lawrenceville-nj/top-real-estate-agents,,
homes for sale in leeds al,31,0,0,1000,49,0.26,0.27,4170000,"informational, transactional",https://www.homelight.com/leeds-al/top-real-estate-agents,,
homes for sale in lompoc ca,45,0,0,1000,50,0.14,0.31,98,"informational, transactional",https://www.homelight.com/lompoc-ca/top-real-estate-agents,,
homes for sale in longs sc,37,0,0,1000,37,0.38,0.29,2900000,"informational, transactional",https://www.homelight.com/longs-sc/homes-for-sale,,
homes for sale in loris sc,29,0,0,1000,47,0.39,0.37,1080000,"informational, transactional",https://www.homelight.com/loris-sc/homes-for-sale,,
homes for sale in loudoun county va,46,0,0,1000,46,0.50,0.29,100,"informational, transactional",https://www.homelight.com/homes-for-sale/county/loudoun-county-va,,
homes for sale in macedonia ohio,55,0,0,1000,46,0.21,0.19,3380000,"informational, transactional",https://www.homelight.com/macedonia-oh/top-real-estate-agents,,
homes for sale in manasquan nj,52,0,0,1000,46,0.15,0.32,93,"informational, transactional",https://www.homelight.com/manasquan-nj/top-real-estate-agents,,
homes for sale in manteo nc,46,0,0,1000,43,0.14,0.27,343000,"informational, transactional",https://www.homelight.com/manteo-nc/top-real-estate-agents,,
homes for sale in matawan nj,33,0,0,1000,43,0.19,0.35,73,"informational, transactional",https://www.homelight.com/matawan-nj/homes-for-sale/single-family-homes,,
homes for sale in matteson il,33,0,0,1000,44,0.20,0.31,801000,"informational, transactional",https://www.homelight.com/matteson-il/homes-for-sale/2-bedroom,,
homes for sale in mauldin sc,58,0,0,1000,48,0.37,0.39,1070000,"informational, transactional",https://www.homelight.com/mauldin-sc/top-real-estate-agents,,
homes for sale in menomonee falls wi,45,0,0,1000,46,0.56,0.25,95,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/menomonee-falls-wi,,
homes for sale in miramar fl,34,0,0,1000,50,0.34,0.35,5520000,"informational, transactional",https://www.homelight.com/miramar-fl/homes-for-sale,,
homes for sale in monroe ct,37,0,0,1000,42,0.17,0.24,99,"informational, transactional",https://www.homelight.com/monroe-ct/top-real-estate-agents,,
homes for sale in monterey ca,38,0,0,1000,52,0.37,0.28,7870000,"informational, transactional",https://www.homelight.com/monterey-ca/homes-for-sale,,
homes for sale in montgomery alabama,31,0,0,1000,55,0.55,0.33,8310000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/montgomery-al,,
homes for sale in moyock nc,26,0,0,1000,42,0.27,0.39,99,"informational, transactional",https://www.homelight.com/moyock-nc/homes-for-sale,,
homes for sale in mystic ct,42,0,0,1000,48,0.22,0.29,3570000,"informational, transactional",https://www.homelight.com/mystic-ct/top-real-estate-agents,,
homes for sale in nash county nc,27,0,0,1000,37,0.13,0.25,95,"informational, transactional",https://www.homelight.com/homes-for-sale/county/nash-county-nc,,
homes for sale in nederland tx,50,0,0,1000,45,0.28,0.26,2190000,"informational, transactional",https://www.homelight.com/nederland-tx/top-real-estate-agents,,
homes for sale in new haven ct,47,0,0,1000,50,0.32,0.32,98,"informational, transactional",https://www.homelight.com/new-haven-ct/top-real-estate-agents,,
homes for sale in new milford ct,33,0,0,1000,51,0.18,0.24,8980000,"informational, transactional",https://www.homelight.com/new-milford-ct/homes-for-sale,,
homes for sale in new rochelle ny,41,0,0,1000,50,0.24,0.26,4170000,"informational, transactional",https://www.homelight.com/new-rochelle-ny/top-real-estate-agents,,
homes for sale in newport oregon,71,0,0,1000,40,0.18,0.3,4050000,"informational, transactional",https://www.homelight.com/newport-or/top-real-estate-agents,,
homes for sale in north attleboro ma,47,0,0,1000,48,0.15,0.2,96,"informational, transactional",https://www.homelight.com/north-attleboro-ma/top-real-estate-agents,,
homes for sale in north royalton ohio,34,0,0,1000,41,0.25,0.19,99,"informational, transactional",https://www.homelight.com/north-royalton-oh/homes-for-sale/townhomes,,
homes for sale in norwalk ohio,17,0,0,1000,46,0.29,0.31,3460000,"informational, transactional",https://www.homelight.com/norwalk-oh/homes-for-sale,,
homes for sale in ocean springs ms,38,0,0,1000,50,0.35,0.37,4140000,"informational, transactional",https://www.homelight.com/ocean-springs-ms/top-real-estate-agents,,
homes for sale in oconee county sc,41,0,0,1000,42,0.35,0.22,100,"informational, transactional",https://www.homelight.com/oconee-county-sc/top-real-estate-agents,,
homes for sale in odenville al,52,0,0,1000,41,0.30,0.24,578000,"informational, transactional",https://www.homelight.com/odenville-al/top-real-estate-agents,,
homes for sale in okeechobee fl,30,0,0,1000,51,0.28,0.43,79,"informational, transactional",https://www.homelight.com/okeechobee-fl/homes-for-sale/single-family-homes,,
homes for sale in oldham county ky,36,0,0,1000,52,0.27,0.2,654000,"informational, transactional",https://www.homelight.com/oldham-county-ky/homes-for-sale,,
homes for sale in orange ct,30,0,0,1000,44,0.15,0.14,93,transactional,https://www.homelight.com/orange-ct/homes-for-sale,,
homes for sale in owatonna mn,41,0,0,1000,47,0.19,0.25,448000,"informational, transactional",https://www.homelight.com/owatonna-mn/real-estate-agent-commissions,,
homes for sale in oxford ma,33,0,0,1000,46,0.17,0.2,11700000,"informational, transactional",https://www.homelight.com/oxford-ma/top-real-estate-agents,,
homes for sale in oxford mi,49,0,0,1000,44,0.18,0.27,12900000,"informational, transactional",https://www.homelight.com/oxford-mi/top-real-estate-agents,,
homes for sale in oxford nc,44,0,0,1000,44,0.17,0.36,94,"informational, transactional",https://www.homelight.com/oxford-nc/top-real-estate-agents,,
homes for sale in palatine il,25,0,0,1000,45,0.20,0.29,95,"informational, transactional",https://www.homelight.com/palatine-il/homes-for-sale,,
homes for sale in paradise ca,35,0,0,1000,53,0.31,0.31,19600000,"informational, transactional",https://www.homelight.com/paradise-ca/top-real-estate-agents,,
homes for sale in paso robles ca,47,0,0,1000,50,0.21,0.38,2530000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/paso-robles-ca,,
homes for sale in pearl ms,44,0,0,1000,41,0.25,0.29,5290000,"informational, transactional",https://www.homelight.com/pearl-ms/top-real-estate-agents,,
homes for sale in pell city al,41,0,0,1000,47,0.30,0.3,1260000,"informational, transactional",https://www.homelight.com/pell-city-al/homes-for-sale/townhomes,,
homes for sale in pepperell ma,59,0,0,1000,41,0.13,0.16,684000,"informational, transactional",https://www.homelight.com/pepperell-ma/top-real-estate-agents,,
homes for sale in pike road al,49,0,0,1000,41,0.66,0.28,3880000,"informational, transactional",https://www.homelight.com/pike-road-al/top-real-estate-agents,,
homes for sale in pleasanton tx,51,0,0,1000,41,0.16,0.34,1200000,"informational, transactional",https://www.homelight.com/pleasanton-tx/housing-market,,
homes for sale in port arthur tx,23,0,0,1000,44,0.31,0.36,2000000,transactional,https://www.homelight.com/port-arthur-tx/homes-for-sale,,
homes for sale in port clinton ohio,46,0,0,1000,47,0.17,0.28,3870000,"informational, transactional",https://www.homelight.com/port-clinton-oh/top-real-estate-agents,,
homes for sale in portage indiana,49,0,0,1000,48,0.32,0.38,2490000,"informational, transactional",https://www.homelight.com/portage-in/top-real-estate-agents,,
homes for sale in portage wi,42,0,0,1000,47,0.16,0.17,2090000,"informational, transactional",https://www.homelight.com/portage-wi/top-real-estate-agents,,
homes for sale in post falls idaho,62,0,0,1000,53,0.66,0.36,4790000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/post-falls-id,,
homes for sale in pottstown pa,45,0,0,1000,47,0.31,0.39,89,"informational, transactional",https://www.homelight.com/pottstown-pa/top-real-estate-agents,,
homes for sale in prescott valley,44,0,0,1000,61,0.34,0.34,4660000,"informational, transactional",https://www.homelight.com/prescott-valley-az/top-real-estate-agents,,
homes for sale in pueblo colorado,22,0,0,1000,57,0.58,0.4,3750000,"informational, transactional",https://www.homelight.com/pueblo-co/homes-for-sale,,
homes for sale in purcell ok,52,0,0,1000,39,0.20,0.34,865000,"informational, transactional",https://www.homelight.com/purcell-ok/top-real-estate-agents,,
homes for sale in quakertown pa,32,0,0,1000,47,0.20,0.35,2210000,"informational, transactional",https://www.homelight.com/quakertown-pa/homes-for-sale,,
homes for sale in ramona ca,27,0,0,1000,49,0.27,0.33,4580000,"informational, transactional",https://www.homelight.com/ramona-ca/homes-for-sale,,
homes for sale in raymore mo,22,0,0,1000,41,0.29,0.24,94,"informational, transactional",https://www.homelight.com/raymore-mo/homes-for-sale,,
homes for sale in red bluff ca,35,0,0,1000,42,0.43,0.26,3940000,"informational, transactional",https://www.homelight.com/red-bluff-ca/homes-for-sale/condos,,
homes for sale in reedley ca,45,0,0,1000,42,0.13,0.31,1190000,"informational, transactional",https://www.homelight.com/reedley-ca/sold,,
homes for sale in rexburg idaho,54,0,0,1000,48,0.29,0.34,964000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/rexburg-id,,
homes for sale in rialto ca,23,0,0,1000,41,0.25,0.35,85,"informational, transactional",https://www.homelight.com/rialto-ca/homes-for-sale/2-bedroom,,
homes for sale in rockingham nc,41,0,0,1000,41,0.29,0.34,96,transactional,https://www.homelight.com/rockingham-nc/top-real-estate-agents,,
homes for sale in rockland county ny,49,0,0,1000,51,0.24,0.27,4450000,"informational, transactional",https://www.homelight.com/rockland-county-ny/top-real-estate-agents,,
homes for sale in ruston la,53,0,0,1000,43,0.28,0.3,1030000,"informational, transactional",https://www.homelight.com/ruston-la/top-real-estate-agents,,
homes for sale in salem nh,42,0,0,1000,50,0.19,0.26,5410000,"informational, transactional",https://www.homelight.com/salem-nh/top-real-estate-agents,,
homes for sale in santa cruz ca,43,0,0,1000,51,0.41,0.31,100,"informational, transactional",https://www.homelight.com/santa-cruz-ca/homes-for-sale,,
homes for sale in santa fe new mexico,50,0,0,1000,60,0.42,0.38,4540000,"informational, transactional",https://www.homelight.com/santa-fe-nm/homes-for-sale/2-bedroom,,
homes for sale in schenectady ny,43,0,0,1000,50,0.26,0.3,2680000,"informational, transactional",https://www.homelight.com/schenectady-ny/top-real-estate-agents,,
homes for sale in scotch plains nj,55,0,0,1000,37,0.20,0.25,90,"informational, transactional",https://www.homelight.com/scotch-plains-nj/top-real-estate-agents,,
homes for sale in searcy ar,48,0,0,1000,48,0.18,0.29,758000,"informational, transactional",https://www.homelight.com/searcy-ar/top-real-estate-agents,,
homes for sale in sebastian fl,57,0,0,1000,51,0.27,0.39,4210000,"informational, transactional",https://www.homelight.com/sebastian-fl/top-real-estate-agents,,
homes for sale in shallotte nc,51,0,0,1000,48,0.21,0.38,745000,"informational, transactional",https://www.homelight.com/shallotte-nc/top-real-estate-agents,,
homes for sale in shelby county al,34,0,0,1000,44,0.21,0.21,96,"informational, transactional",https://www.homelight.com/shelby-county-al/top-real-estate-agents,,
homes for sale in shippensburg pa,48,0,0,1000,45,0.42,0.22,99,"informational, transactional",https://www.homelight.com/shippensburg-pa/top-real-estate-agents,,
homes for sale in smithfield nc,46,0,0,1000,50,0.29,0.33,97,"informational, transactional",https://www.homelight.com/smithfield-nc/top-real-estate-agents,,
homes for sale in smithville mo,53,0,0,1000,43,0.23,0.32,1970000,"informational, transactional",https://www.homelight.com/smithville-mo/top-real-estate-agents,,
homes for sale in smyrna de,50,0,0,1000,50,0.46,0.56,96,"informational, transactional",https://www.homelight.com/smyrna-de/top-real-estate-agents,,
homes for sale in somers ct,44,0,0,1000,47,0.13,0.18,2770000,"informational, transactional",https://www.homelight.com/somers-ct/top-real-estate-agents,,
homes for sale in somerset county pa,47,0,0,1000,50,0.14,0.2,89,"informational, transactional",https://www.homelight.com/somerset-pa/top-real-estate-agents,,
homes for sale in somerset nj,42,0,0,1000,52,0.30,0.35,72,"informational, transactional",https://www.homelight.com/somerset-nj/top-real-estate-agents,,
homes for sale in southampton pa,36,0,0,1000,46,0.19,0.23,90,"informational, transactional",https://www.homelight.com/southampton-pa/homes-for-sale/2-bedroom,,
homes for sale in southgate mi,54,0,0,1000,48,0.15,0.32,2020000,transactional,https://www.homelight.com/southgate-mi/top-real-estate-agents,,
homes for sale in southwick ma,49,0,0,1000,41,0.14,0.17,1100000,"informational, transactional",https://www.homelight.com/southwick-ma/top-real-estate-agents,,
homes for sale in spokane washington,43,0,0,1000,62,0.98,0.38,3830000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/spokane-wa,,
homes for sale in st joseph mo,54,0,0,1000,53,0.31,0.35,9380000,"informational, transactional",https://www.homelight.com/saint-joseph-mo/homes-for-sale,,
homes for sale in sterling co,43,0,0,1000,50,0.18,0.36,15100000,"informational, transactional",https://www.homelight.com/sterling-co/top-real-estate-agents,,
homes for sale in stuart florida,35,0,0,1000,58,0.53,0.46,6450000,"informational, transactional",https://www.homelight.com/stuart-fl/homes-for-sale,,
homes for sale in sulphur la,54,0,0,1000,43,0.34,0.26,97,"informational, transactional",https://www.homelight.com/sulphur-la/top-real-estate-agents,,
homes for sale in sunnyvale tx,33,0,0,1000,44,0.26,0.29,3080000,"informational, transactional",https://www.homelight.com/sunnyvale-tx/homes-for-sale,,
homes for sale in temple ga,39,0,0,1000,41,0.21,0.33,6610000,"informational, transactional",https://www.homelight.com/temple-ga/homes-for-sale/1-bedroom,,
homes for sale in thibodaux la,67,0,0,1000,45,0.25,0.32,649000,"informational, transactional",https://www.homelight.com/thibodaux-la/top-real-estate-agents,,
homes for sale in thomasville ga,47,0,0,1000,46,0.22,0.32,1590000,"informational, transactional",https://www.homelight.com/thomasville-ga/top-real-estate-agents,,
homes for sale in toccoa ga,47,0,0,1000,47,0.18,0.35,667000,"informational, transactional",https://www.homelight.com/toccoa-ga/top-real-estate-agents,,
homes for sale in toledo ohio,51,0,0,1000,58,0.40,0.34,5230000,"informational, transactional",https://www.homelight.com/toledo-oh/top-real-estate-agents,,
homes for sale in trenton mi,34,0,0,1000,47,0.15,0.31,83,"informational, transactional",https://www.homelight.com/trenton-mi/homes-for-sale/single-family-homes,,
homes for sale in troy mo,23,0,0,1000,44,0.26,0.32,6980000,"informational, transactional",https://www.homelight.com/troy-mo/homes-for-sale,,
homes for sale in viera fl,40,0,0,1000,46,0.82,0.35,753000,"informational, transactional",https://www.homelight.com/viera-east-fl/homes-for-sale,,
homes for sale in wareham ma,42,0,0,1000,47,0.18,0.32,96,"informational, transactional",https://www.homelight.com/wareham-ma/homes-for-sale/1-bedroom,,
homes for sale in wauwatosa wi,49,0,0,1000,50,0.19,0.14,99,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/wauwatosa-wi,,
homes for sale in west bend wi,44,0,0,1000,45,0.21,0.29,95,"informational, transactional",https://www.homelight.com/west-bend-wi/top-real-estate-agents,,
homes for sale in westborough ma,35,0,0,1000,45,0.15,0.15,1740000,"informational, transactional",https://www.homelight.com/westborough-ma/homes-for-sale,,
homes for sale in westbrook maine,40,0,0,1000,44,0.17,0.2,1360000,"informational, transactional",https://www.homelight.com/westbrook-me/top-real-estate-agents,,
homes for sale in westchester il,31,0,0,1000,47,0.15,0.26,0,"informational, transactional",https://www.homelight.com/westchester-il/homes-for-sale/condos,,
homes for sale in wicomico county md,41,0,0,1000,31,0.33,0.22,67,"informational, transactional",https://www.homelight.com/wicomico-county-md/top-real-estate-agents,,
homes for sale in wildomar ca,28,0,0,1000,43,0.40,0.35,1140000,"informational, transactional",https://www.homelight.com/wildomar-ca/homes-for-sale,,
homes for sale in williamson county tn,42,0,0,1000,43,0.60,0.32,79,"informational, transactional",https://www.homelight.com/williamson-county-tn/top-real-estate-agents,,
homes for sale in willingboro nj,44,0,0,1000,45,0.23,0.42,77,"informational, transactional",https://www.homelight.com/willingboro-nj/homes-for-sale/1-bedroom,,
homes for sale in wilmette il,30,0,0,1000,45,0.15,0.21,1230000,"informational, transactional",https://www.homelight.com/wilmette-il/homes-for-sale,,
homes for sale in wood county wv,15,0,0,1000,38,0.20,0.17,10900000,"informational, transactional",https://www.homelight.com/homes-for-sale/county/wood-county-wv,,
homes for sale in woodbury ct,32,0,0,1000,43,0.17,0.19,4420000,"informational, transactional",https://www.homelight.com/woodbury-ct/top-real-estate-agents,,
homes for sale in woodland hills ca,57,0,0,1000,50,0.30,0.27,10200000,"informational, transactional",https://www.homelight.com/woodland-hills-ca/top-real-estate-agents,,
homes for sale in woodlands tx,41,0,0,1000,57,0.89,0.4,6840000,"informational, transactional",https://www.homelight.com/the-woodlands-tx/homes-for-sale,,
homes for sale in worcester ma,41,0,0,1000,54,0.25,0.34,92,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/worcester-ma,,
homes for sale in wyandotte mi,35,0,0,1000,43,0.16,0.34,88,"informational, transactional",https://www.homelight.com/wyandotte-mi/top-real-estate-agents,,
homes for sale in yonkers ny,47,0,0,1000,58,0.27,0.35,3880000,"informational, transactional",https://www.homelight.com/yonkers-ny/top-real-estate-agents,,
homes for sale in york county maine,25,0,0,1000,50,0.15,0.2,23000000,"informational, transactional",https://www.homelight.com/york-county-me/top-real-estate-agents,,
homes for sale in york county sc,43,0,0,1000,48,0.40,0.29,95,"informational, transactional",https://www.homelight.com/york-county-sc/top-real-estate-agents,,
homes for sale in youngstown ohio,42,0,0,1000,52,0.28,0.32,2720000,"informational, transactional",https://www.homelight.com/youngstown-oh/homes-for-sale,,
homes for sale irmo sc,52,0,0,1000,49,0.47,0.35,1280000,"informational, transactional",https://www.homelight.com/irmo-sc/top-real-estate-agents,,
homes for sale jackson mo,51,0,0,1000,46,0.19,0.32,15800000,"informational, transactional",https://www.homelight.com/jackson-mo/top-real-estate-agents,,
homes for sale jefferson county mo,38,0,0,1000,48,0.20,0.22,100,"informational, transactional",https://www.homelight.com/jefferson-county-mo/top-real-estate-agents,,
homes for sale jeffersonville indiana,51,0,0,1000,41,0.28,0.23,868000,"informational, transactional",https://www.homelight.com/jeffersonville-in/top-real-estate-agents,,
homes for sale jonesboro ar,54,0,0,1000,50,0.39,0.31,1720000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/jonesboro-ar,,
homes for sale justin tx,35,0,0,1000,42,0.37,0.35,3970000,"informational, transactional",https://www.homelight.com/justin-tx/homes-for-sale,,
homes for sale kearney mo,20,0,0,1000,44,0.23,0.26,3480000,"informational, transactional",https://www.homelight.com/kearney-mo/homes-for-sale,,
homes for sale keene nh,48,0,0,1000,55,0.16,0.26,2140000,transactional,https://www.homelight.com/keene-nh/top-real-estate-agents,,
homes for sale keizer oregon,34,0,0,1000,42,0.33,0.29,811000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/keizer-or,,
homes for sale king george va,46,0,0,1000,49,0.67,0.41,98,"informational, transactional",https://www.homelight.com/king-george-va/homes-for-sale/2-bedroom,,
homes for sale kingsland ga,27,0,0,1000,44,0.41,0.4,1370000,"informational, transactional",https://www.homelight.com/kingsland-ga/homes-for-sale,,
homes for sale la grande oregon,48,0,0,1000,49,0.15,0.32,2970000,transactional,https://www.homelight.com/la-grande-or/top-real-estate-agents,,
homes for sale la vergne tn,42,0,0,1000,42,0.41,0.36,1630000,"informational, transactional",https://www.homelight.com/la-vergne-tn/homes-for-sale/single-family-homes,,
homes for sale lake jackson tx,34,0,0,1000,46,0.16,0.25,87,transactional,https://www.homelight.com/lake-jackson-tx/homes-for-sale/2-bedroom,,
homes for sale lake wylie sc,34,0,0,1000,41,0.30,0.42,80,"informational, transactional",https://www.homelight.com/lake-wylie-sc/top-real-estate-agents,,
homes for sale lane county oregon,29,0,0,1000,41,0.36,0.19,99,"informational, transactional",https://www.homelight.com/lane-county-or/top-real-estate-agents,,
homes for sale latham ny,52,0,0,1000,44,0.36,0.23,2330000,"informational, transactional",https://www.homelight.com/latham-ny/top-real-estate-agents,,
homes for sale lathrop ca,35,0,0,1000,47,0.66,0.38,1280000,"informational, transactional",https://www.homelight.com/lathrop-ca/homes-for-sale,,
homes for sale leavenworth wa,51,0,0,1000,52,0.29,0.32,640000,"informational, transactional",https://www.homelight.com/leavenworth-wa/top-real-estate-agents,,
homes for sale lewis county wa,39,0,0,1000,50,0.33,0.24,100,"informational, transactional",https://www.homelight.com/lewis-county-wa/top-real-estate-agents,,
homes for sale libertyville il,42,0,0,1000,42,0.21,0.24,94,"informational, transactional",https://www.homelight.com/libertyville-il/top-real-estate-agents,,
homes for sale lincoln ca,35,0,0,1000,50,0.68,0.33,18500000,"informational, transactional",https://www.homelight.com/lincoln-ca/top-real-estate-agents,,
homes for sale long beach ms,41,0,0,1000,46,0.28,0.35,14200000,"informational, transactional",https://www.homelight.com/long-beach-ms/top-real-estate-agents,,
homes for sale long beach wa,45,0,0,1000,52,0.18,0.4,97,transactional,https://www.homelight.com/long-beach-wa/top-real-estate-agents,,
homes for sale lorain ohio,28,0,0,1000,49,0.37,0.3,1340000,"informational, transactional",https://www.homelight.com/lorain-oh/homes-for-sale,,
homes for sale los alamos nm,41,0,0,1000,44,0.38,0.29,97,"informational, transactional",https://www.homelight.com/los-alamos-nm/top-real-estate-agents,,
homes for sale ludington mi,45,0,0,1000,50,0.16,0.31,649000,transactional,https://www.homelight.com/ludington-mi/top-real-estate-agents,,
homes for sale lunenburg ma,43,0,0,1000,43,0.13,0.22,1660000,"informational, transactional",https://www.homelight.com/lunenburg-ma/top-real-estate-agents,,
homes for sale lynn haven fl,41,0,0,1000,35,0.32,0.33,2900000,"informational, transactional",https://www.homelight.com/lynn-haven-fl/top-real-estate-agents,,
homes for sale mahwah nj,59,0,0,1000,44,0.15,0.28,82,"informational, transactional",https://www.homelight.com/mahwah-nj/top-real-estate-agents,,
homes for sale mankato mn,56,0,0,1000,56,0.35,0.24,865000,"informational, transactional",https://www.homelight.com/mankato-mn/top-real-estate-agents,,
homes for sale manteca ca,58,0,0,1000,49,0.33,0.35,1620000,"informational, transactional",https://www.homelight.com/manteca-ca/real-estate-agent-commissions,,
homes for sale maple valley wa,48,0,0,1000,49,0.61,0.33,8180000,"informational, transactional",https://www.homelight.com/maple-valley-wa/top-real-estate-agents,,
homes for sale marathon fl,43,0,0,1000,50,0.32,0.4,3430000,"informational, transactional",https://www.homelight.com/marathon-fl/top-real-estate-agents,,
homes for sale marlborough ma,48,0,0,1000,43,0.16,0.26,3910000,"informational, transactional",https://www.homelight.com/marlborough-ma/top-real-estate-agents,,
homes for sale marshall mi,38,0,0,1000,42,0.14,0.3,10200000,"informational, transactional",https://www.homelight.com/marshall-mi/top-real-estate-agents,,
homes for sale mcallen texas,37,0,0,1000,57,0.27,0.36,1760000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/mcallen-tx,,
homes for sale melbourne beach fl,57,0,0,1000,55,0.34,0.33,6980000,"informational, transactional",https://www.homelight.com/melbourne-beach-fl/top-real-estate-agents,,
homes for sale mendon ma,50,0,0,1000,41,0.12,0.14,988000,"informational, transactional",https://www.homelight.com/mendon-ma/top-real-estate-agents,,
homes for sale mercer county pa,34,0,0,1000,44,0.15,0.19,100,"informational, transactional",https://www.homelight.com/mercer-county-pa/top-real-estate-agents,,
homes for sale metairie la,22,0,0,1000,49,0.24,0.29,2040000,"informational, transactional",https://www.homelight.com/metairie-la/homes-for-sale,,
homes for sale miamisburg ohio,51,0,0,1000,44,0.57,0.36,1010000,"informational, transactional",https://www.homelight.com/miamisburg-oh/top-real-estate-agents,,
homes for sale middleburg heights ohio,48,0,0,1000,42,0.10,0.1,99,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/middleburg-heights-oh,,
homes for sale midlothian tx,42,0,0,1000,51,0.52,0.37,93,"informational, transactional",https://www.homelight.com/midlothian-tx/homes-for-sale,,
homes for sale milford pa,56,0,0,1000,47,0.22,0.31,5160000,"informational, transactional",https://www.homelight.com/milford-pa/top-real-estate-agents,,
homes for sale mineola tx,45,0,0,1000,43,0.27,0.33,96,"informational, transactional",https://www.homelight.com/mineola-tx/top-real-estate-agents,,
homes for sale minot nd,53,0,0,1000,48,0.34,0.27,2150000,"informational, transactional",https://www.homelight.com/minot-nd/top-real-estate-agents,,
homes for sale monroe la,41,0,0,1000,50,0.33,0.32,12200000,"informational, transactional",https://www.homelight.com/monroe-la/top-real-estate-agents,,
homes for sale monroe ny,49,0,0,1000,50,0.21,0.3,13900000,transactional,https://www.homelight.com/monroe-ny/top-real-estate-agents,,
