Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
lakeview townhomes,0,17,22,8,43,1600,51,1.02,0.02,12400000,commercial,,https://www.redfin.com/neighborhood/157585/IL/Chicago/Lake-View/townhouses,https://www.trulia.com/c/wa/lake-stevens/lakeview-townhomes-2109-123rd-ave-ne-lake-stevens-wa-98258--2118955027,https://www.remax.com/homes-for-sale/ga/forest-park-morrow/lakeview-townhomes/neighborhood/393569,https://www.compass.com/homes-for-sale/lakeview-townhomes-stephens-city-va/
lakewood houses for sale,0,5,7,10,22,1600,67,0.46,0.36,13800000,"informational, transactional",,https://www.redfin.com/city/10167/CA/Lakewood,https://www.trulia.com/OH/Lakewood/,https://www.remax.com/homes-for-sale/co/lakewood/city/0843000,https://www.compass.com/homes-for-sale/lakewood-dallas-tx/
lakewood ranch florida homes for sale,0,11,3,10,17,1600,53,1.13,0.46,93,"informational, transactional",,https://www.redfin.com/neighborhood/214736/FL/Lakewood-Ranch/Lakewood-Ranch,https://www.trulia.com/FL/Lakewood_Ranch/,https://www.remax.com/homes-for-sale/fl/myakka-city/lakewood-ranch/neighborhood/79969,https://www.compass.com/homes-for-sale/lakewood-ranch-fl/
lakewood villas,0,51,18,26,37,1600,34,0.84,0.01,4290000,navigational,,https://www.redfin.com/neighborhood/419891/FL/New-Port-Richey-East/Lakewood-Villas,https://www.trulia.com/c/ar/north-little-rock/the-villas-of-lakewood-4700-randolph-rd-north-little-rock-ar-72116--2559625363,https://www.remax.com/homes-for-sale/al/phenix-city/lakewood-villas/neighborhood/955385,https://www.compass.com/homes-for-sale/lakewood-villas-new-port-richey-fl/
lanc pa homes for sale,0,4,3,7,19,1600,60,0.26,0.33,11800000,"informational, transactional",,https://www.redfin.com/city/10496/PA/Lancaster,https://www.trulia.com/PA/Lancaster/,https://www.remax.com/homes-for-sale/pa/lancaster/city/4241216,https://www.compass.com/homes-for-sale/lancaster-pa/
land for sale charlotte nc,0,6,5,27,54,1600,41,0.52,0.47,18900000,transactional,,https://www.redfin.com/city/3105/NC/Charlotte/land,"https://www.trulia.com/for_sale/Charlotte,NC/LOT%7CLAND_type/",https://www.remax.com/homes-for-sale/nc/charlotte/city/3712000,https://www.compass.com/homes-for-sale/charlotte-nc/
land for sale colorado springs,0,4,6,20,15,1600,51,0.69,0.47,27900000,"informational, transactional",,https://www.redfin.com/city/4147/CO/Colorado-Springs/land,"https://www.trulia.com/for_sale/Colorado_Springs,CO/LOT%7CLAND_type/",https://www.remax.com/homes-for-sale/co/colorado-springs/city/0816000,https://www.compass.com/homes-for-sale/colorado-springs-co/property-type=land/start=120/
land for sale in ct,0,16,13,26,59,1600,42,0.19,0.28,91,"informational, transactional",,https://www.redfin.com/county/427/CT/Litchfield-County/land,https://www.trulia.com/CT/,https://www.remax.com/homes-for-sale/ct/lebanon/city/0901142390,https://www.compass.com/
land for sale in delaware,0,15,12,47,67,1600,42,0.16,0.35,41300000,transactional,,https://www.redfin.com/city/19583/DE/Wilmington/land,https://www.trulia.com/DE/,https://www.remax.com/homes-for-sale/ok/delaware/zip/74027,https://www.compass.com/homes-for-sale/council-hill-ok/property-type=land/
land for sale in massachusetts,0,14,15,47,81,1600,48,0.19,0.32,64400000,transactional,,https://www.redfin.com/county/1342/MA/Middlesex-County/land,https://www.trulia.com/MA/,https://www.remax.com/homes-for-sale/ma/boston/city/2507000,https://www.compass.com/
land for sale in va,0,13,14,31,37,1600,50,0.24,0.29,233000000,transactional,,https://www.redfin.com/county/2989/VA/Loudoun-County/land,https://www.trulia.com/VA/,https://www.remax.com/homes-for-sale/va/dugspur/city/9005891,https://www.compass.com/homes-for-sale/virginia-va/property-type=land/start=123/
land for sale massachusetts,0,14,19,45,67,1600,48,0.19,0.32,98,transactional,,https://www.redfin.com/county/1342/MA/Middlesex-County/land,https://www.trulia.com/MA/,https://www.remax.com/homes-for-sale/ma/stoughton/city/2502167945,https://www.compass.com/
land for sale new jersey,0,11,13,41,56,1600,50,0.23,0.38,132000000,"informational, transactional",,https://www.redfin.com/state/New-Jersey/land,https://www.trulia.com/NJ/,https://www.remax.com/homes-for-sale/nj,https://www.compass.com/homes-for-sale/upper-saddle-river-nj/property-type=land/
land for sale san diego,0,3,7,23,36,1600,50,0.39,0.43,70000000,"informational, transactional",,https://www.redfin.com/city/16904/CA/San-Diego/land,"https://www.trulia.com/for_sale/San_Diego,CA/LOT%7CLAND_type/2_p/",https://www.remax.com/homes-for-sale/ca/san-diego/city/0666000,https://www.compass.com/homes-for-sale/san-diego-ca/
land lots for sale,0,10,7,14,63,1600,81,0.48,0.38,69,transactional,,https://www.redfin.com/zipcode/97229/land,https://www.trulia.com/land-for-sale-near-me/,https://www.remax.com/land-for-sale,https://www.compass.com/homes-for-sale/frederic-wi/property-type=land/
land sale florida,0,19,39,95,98,1600,62,0.32,0.42,179000000,informational,,https://www.redfin.com/state/Florida/land,https://www.trulia.com/FL/,https://www.remax.com/,https://www.compass.com/
landis nc,0,27,13,12,58,1600,33,0.00,0,4470000,informational,,https://www.redfin.com/city/9381/NC/Landis,https://www.trulia.com/NC/Landis/,https://www.remax.com/homes-for-sale/nc/landis/city/3736860,https://www.compass.com/homes-for-sale/landis-nc/
lane hodson,0,22,41,36,82,1600,26,0.00,0.02,1240000,informational,,https://www.redfin.com/MA/Reading/17-Hodson-Ln-01867/home/11649411,https://www.trulia.com/p/or/eugene/1102-hodson-ln-eugene-or-97404--2467308472,https://www.remax.com/or/eugene/home-details/1121-hodson-ln-eugene-or-97404/15342645830547032848,https://www.compass.com/agents/kirk-hodson/
lantana ridge,0,74,22,11,66,1600,40,1.02,0.01,3560000,"informational, transactional",,https://www.redfin.com/TX/Fulshear/29134-Lantana-Ridge-Ct-77042/home/167686810,https://www.trulia.com/p/tx/austin/2924-lantana-ridge-dr-austin-tx-78732--1002835424,https://www.remax.com/homes-for-sale/tx/spring-branch/lantana-ridge/neighborhood/130287,https://www.compass.com/listing/131-lantana-ridge-spring-branch-tx-78070/1081814320943940217/
lariope,0,28,25,41,21,1600,21,0.13,1,14100,informational,,https://www.redfin.com/TX/Lakeway/12-Lariope-Ln-78734/unit-8/home/31001100,https://www.trulia.com/p/tx/austin/10-lariope-ln-7-austin-tx-78734--2072165028,https://www.remax.com/fl/melbourne/home-details/4520-lariope-way-melbourne-fl-32934/8553454895954976364,https://www.compass.com/listing/10-lariope-lane-lakeway-tx-78734/1009356205293910137/
las cruces houses for sale,0,25,3,4,30,1600,59,0.38,0.43,3450000,"informational, transactional",,https://www.redfin.com/neighborhood/664016/TX/Laredo/Las-Cruces,https://www.trulia.com/NM/Las_Cruces/,https://www.remax.com/homes-for-sale/nm/las-cruces/city/3539380,https://www.compass.com/homes-for-sale/las-cruces-nm/listing-type=fsbo/
las milpas,0,54,19,29,96,1600,32,0.99,0,2240000,transactional,,https://www.redfin.com/AZ/Green-Valley/331-E-Las-Milpas-85614/home/50612195,https://www.trulia.com/TX/Las_Milpas/,https://www.remax.com/homes-for-sale/tx/pharr/las-milpas/neighborhood/1070459,https://www.compass.com/homes-for-sale/las-milpas-pharr-tx/
lawnside,0,42,27,54,81,1600,55,0.00,0,1070000,"informational, navigational",,https://www.redfin.com/city/10015/NJ/Lawnside,https://www.trulia.com/NJ/Lawnside/,https://www.remax.com/homes-for-sale/nj/lawnside/city/3439420,https://www.compass.com/homes-for-sale/lawnside-nj/
leetsdale pa,0,73,19,67,65,1600,36,0.00,0,1110000,informational,,https://www.redfin.com/city/10787/PA/Leetsdale,https://www.trulia.com/PA/Leetsdale/,https://www.remax.com/homes-for-sale/pa/leetsdale/city/4242392,https://www.compass.com/homes-for-sale/leetsdale-pa/
lehigh florida,0,16,7,8,95,1600,64,0.32,0.03,18400000,informational,,https://www.redfin.com/city/23728/FL/Lehigh-Acres,https://www.trulia.com/FL/Lehigh_Acres/,https://www.remax.com/homes-for-sale/fl/lehigh-acres/city/1239925,https://www.compass.com/homes-for-sale/lehigh-acres-fl/
leisureworld,0,35,98,47,21,1600,56,0.37,0.04,2220000,informational,,https://www.redfin.com/city/33716/MD/Leisure-World,"https://www.trulia.com/for_sale/Leisure_World,MD/CONDO_type/",https://www.remax.com/homes-for-sale/az/mesa/leisure-world/neighborhood/645,https://www.compass.com/homes-for-sale/leisure-world-silver-spring-md/
leschi,0,44,6,71,37,1600,41,0.00,0,1140000,"informational, transactional",,https://www.redfin.com/neighborhood/1520/WA/Seattle/Leschi/housing-market,https://www.trulia.com/n/wa/seattle/leschi/86961/,https://www.remax.com/homes-for-sale/wa/seattle/leschi/neighborhood/10571,https://www.compass.com/homes-for-sale/leschi-seattle-wa/
lexington sc homes for sale,0,5,3,8,13,1600,60,0.49,0.37,9500000,"informational, transactional",,https://www.redfin.com/city/10527/SC/Lexington,https://www.trulia.com/SC/Lexington/,https://www.remax.com/homes-for-sale/sc/lexington/city/4541335,https://www.compass.com/homes-for-sale/lexington-sc/
liesure world,0,16,74,28,64,1600,56,0.37,0.04,1760000000,"informational, navigational",,https://www.redfin.com/AZ/Mesa/943-Leisure-World-85206/home/28262241,"https://www.trulia.com/AZ/Mesa,7612,Leisure_World/",https://www.remax.com/homes-for-sale/md/leisure-world/leisure-world/neighborhood/41475,https://www.compass.com/homes-for-sale/leisure-world-silver-spring-md/
linwood nc,0,80,11,12,74,1600,31,0.39,0,3730000,informational,,https://www.redfin.com/NC/Linwood/171-Patricia-Gdn-27299/home/163089257,https://www.trulia.com/NC/Linwood/,https://www.remax.com/homes-for-sale/nc/linwood/city/9007178,https://www.compass.com/homes-for-sale/tyro-linwood-nc/
linwood new jersey,0,26,53,67,35,1600,41,0.00,0.01,4130000,"informational, navigational",,https://www.redfin.com/city/10335/NJ/Linwood,https://www.trulia.com/NJ/Linwood/,https://www.remax.com/homes-for-sale/nj/linwood/city/3440530,https://www.compass.com/homes-for-sale/linwood-nj/
list rental on mls,0,24,82,55,89,1600,34,0.78,0.36,30800000,informational,,https://support.redfin.com/hc/en-us/articles/4517160657563-Rentals-FAQ,https://www.trulia.com/rent/,https://www.remax.com/homes-for-rent/nv/las-vegas/city/3240000,https://www.compass.com/
little creek cove,0,38,59,23,65,1600,43,0.86,0.12,37400000,navigational,,https://www.redfin.com/TX/Cedar-Park/2407-Little-Creek-Cv-78613/home/32933695,https://www.trulia.com/p/fl/green-cove-springs/2950-little-creek-ct-green-cove-springs-fl-32043--2445295730,https://www.remax.com/homes-for-sale/or/newport/little-creek-cove/neighborhood/1086024,https://www.compass.com/listing/2950-little-creek-court-green-cove-springs-fl-32043/1095615575883611753/
little farms,0,32,34,36,72,1600,24,0.91,0,261000000,commercial,,https://www.redfin.com/LA/River-Ridge/246-Little-Farms-Ave-70123/home/85174667,https://www.trulia.com/p/ok/guthrie/5454-little-farms-rd-guthrie-ok-73044--2557508401,https://www.remax.com/homes-for-sale/mi/ferndale/the-little-farms/neighborhood/656589,https://www.compass.com/homes-for-sale/little-farms-pasadena-tx/
little neck ny,0,9,6,11,63,1600,44,0.23,0.01,181000000,informational,,https://www.redfin.com/neighborhood/42890/NY/New-York/Little-Neck,"https://www.trulia.com/NY/New_York,5083,Douglaston_Little_Neck/",https://www.remax.com/homes-for-sale/ny/little-neck/zip/11362,https://www.compass.com/homes-for-sale/little-neck-queens-ny/
live oak lake,0,55,32,57,39,1600,29,0.24,0.05,181000000,navigational,,https://www.redfin.com/CA/Trabuco-Canyon/28956-Live-Oak-Cir-92679/home/4803483,https://www.trulia.com/builder-community/Live-Oak-Lake-6000251962,https://www.remax.com/homes-for-sale/fl/live-oak/lake-louise-estates/neighborhood/1169484,https://www.compass.com/listing/2360-live-oak-lake-road-st-cloud-fl-34771/973921346410061793/
live oak nashville,0,20,65,72,66,1600,29,0.00,0,17900000,navigational,,https://www.redfin.com/TN/Nashville/2821-Live-Oak-Rd-37210/home/108054297,https://www.trulia.com/p/tn/nashville/2816-live-oak-rd-nashville-tn-37210--2039883842,https://www.remax.com/tn/nashville/home-details/2816-live-oak-rd-nashville-tn-37210/9173951320904732446/M00000574/2414497,https://www.compass.com/listing/2816-live-oak-road-nashville-tn-37210/1099963976113848545/
logan square philadelphia,0,29,3,82,32,1600,51,0.76,0.01,8030000,"informational, transactional",,https://www.redfin.com/neighborhood/32715/PA/Philadelphia/Logan-Square,https://www.trulia.com/n/pa/philadelphia/logan-square/89997/,https://www.remax.com/homes-for-sale/pa/philadelphia/logan-square/neighborhood/802959,https://www.compass.com/homes-for-sale/logan-square-philadelphia-pa/
lone oak tx,0,26,31,39,58,1600,27,0.00,0.01,5500000,"informational, transactional",,https://www.redfin.com/city/11108/TX/Lone-Oak,https://www.trulia.com/TX/Lone_Oak/,https://www.remax.com/homes-for-sale/tx/lone-oak/zip/75453,https://www.compass.com/homes-for-sale/lone-oak-tx/
longport,0,49,33,43,18,1600,48,0.00,0,2110000,informational,,https://www.redfin.com/city/10540/NJ/Longport,"https://www.trulia.com/sold/Longport,NJ/",https://www.remax.com/homes-for-sale/nj/longport/city/3441370,https://www.compass.com/homes-for-sale/longport-nj/
los angeles rent,0,14,2,34,21,1600,78,0.68,0.4,223000000,informational,,https://www.redfin.com/city/11203/CA/Los-Angeles/apartments-for-rent,"https://www.trulia.com/for_rent/Los_Angeles,CA/",https://www.remax.com/homes-for-rent/ca/los-angeles/city/0644000,https://www.compass.com/for-rent/los-angeles-ca/
los feliz los angeles ca,0,8,2,40,4,1600,53,0.00,0.01,17300000,informational,,https://www.redfin.com/neighborhood/9961/CA/Los-Angeles/Los-Feliz,https://www.trulia.com/n/ca/los-angeles/los-feliz/87329/,https://www.remax.com/homes-for-sale/ca/los-angeles/los-feliz/neighborhood/1387,https://www.compass.com/neighborhood-guides/la/los-feliz/
lost creek ranch,0,63,72,62,83,1600,40,2.12,0,15400000,navigational,,https://www.redfin.com/CA/Olivehurst/1159-Lost-Creek-Ranch-Dr-95961/home/127683630,https://www.trulia.com/c/tx/corpus-christi/lost-creek-ranch-apartments-11325-interstate-highway-37-corpus-christi-tx-78410--2184599076,https://www.remax.com/homes-for-sale/tx/fort-worth/lost-creek-ranch-north/neighborhood/122700,https://www.compass.com/homes-for-sale/lost-creek-ranch-allen-tx/
lowerline,0,21,43,56,53,1600,42,0.83,0.01,2170000,"informational, transactional",,https://www.redfin.com/LA/New-Orleans/500-Lowerline-St-70118/home/85495453,https://www.trulia.com/p/la/new-orleans/929-lowerline-st-new-orleans-la-70118--2062353393,https://www.remax.com/la/new-orleans/home-details/358-lowerline-st-new-orleans-la-70118/15631237469425760517/M00000302/2353784,https://www.compass.com/listing/500-lowerline-street-unit-a-new-orleans-la-70118/1109334570239886257/
ltd west commerce,0,19,7,59,50,1600,37,3.95,0.05,139000000,navigational,,https://www.redfin.com/TX/Dallas/LTD-West-Commerce/apartment/147255075,https://www.trulia.com/c/tx/dallas/ltd-west-commerce-305-w-commerce-st-dallas-tx-75208--2317728262,https://www.remax.com/homes-for-sale/mi/commerce-township/city/9013038,https://www.compass.com/listing/5241-bridge-trail-west-commerce-township-mi-48382/1115848715789777753/
lynchburg mls,0,18,17,14,55,1600,50,2.55,0.02,91,informational,,https://www.redfin.com/VA/Lynchburg/2315-Link-Rd-24503/home/128633963,https://www.trulia.com/VA/Lynchburg/,https://www.remax.com/homes-for-sale/va/lynchburg/city/5147672,https://www.compass.com/listing/1093-mt-laurel-road-clover-va-24534/1090798058804269057/
macoby run,0,17,79,67,89,1600,40,0.71,0.01,58500,navigational,,https://www.redfin.com/NV/Las-Vegas/143-Macoby-Run-St-89148/home/28974685,https://www.trulia.com/p/nv/las-vegas/129-macoby-run-st-las-vegas-nv-89148--1009173914,https://www.remax.com/homes-for-sale/pa/pennsburg/the-woodlands-at-macoby-run/neighborhood/1147391,https://www.compass.com/listing/148-macoby-run-street-las-vegas-nv-89148/998715317868040521/
madison farms,0,48,9,37,65,1600,41,1.04,0.09,27100000,commercial,,https://www.redfin.com/NC/Greensboro/4708-Madison-Farm-Rd-27406/home/94590687,https://www.trulia.com/c/pa/easton/madison-farms-4883-riley-rd-easton-pa-18045--2175702168,https://www.remax.com/homes-for-sale/ga/snellville/madison-farms/neighborhood/533525,https://www.compass.com/homes-for-sale/madison-farms-snellville-ga/
madison sheridan,0,13,53,69,63,1600,27,0.00,0,23000000,informational,,https://www.redfin.com/OR/Sheridan/405-SW-Madison-St-97378/home/25791902,https://www.trulia.com/n/wi/madison/sheridan-triangle/238313/,https://www.remax.com/homes-for-sale/wi/madison/sheridan-triangle/neighborhood/1146684,https://www.compass.com/listing/1722-sheridan-street-madison-wi-53704/1080419150841059921/
magnolia nj,0,29,13,27,77,1600,34,0.00,0,13000000,"informational, navigational",,https://www.redfin.com/city/10850/NJ/Magnolia,https://www.trulia.com/NJ/Magnolia/,https://www.remax.com/homes-for-sale/nj/magnolia/city/3442630,https://www.compass.com/homes-for-sale/magnolia-nj/
marble hill ga,0,78,9,36,70,1600,28,0.48,0.01,8640000,informational,,https://www.redfin.com/GA/Marble-Hill/11617-GA-53-30148/home/24317951,https://www.trulia.com/GA/Marble_Hill/,https://www.remax.com/homes-for-sale/ga/marble-hill/zip/30148,https://www.compass.com/homes-for-sale/marble-hill-ga/
marblemount wa,0,23,17,26,70,1600,32,0.56,0.01,1110000,informational,,https://www.redfin.com/WA/Marblemount/63560-W-Cascade-Dr-98267/home/18791842,https://www.trulia.com/WA/Marblemount/,https://www.remax.com/homes-for-sale/wa/marblemount/city/5343325,https://www.compass.com/homes-for-sale/marblemount-wa/
marietta sc,0,70,13,23,89,1600,36,0.21,0.01,19800000,"informational, transactional",,https://www.redfin.com/city/25673/SC/Slater-Marietta,https://www.trulia.com/SC/Marietta/,https://www.remax.com/homes-for-sale/sc/marietta/city/9008027,https://www.compass.com/homes-for-sale/marietta-sc/
marina pacifica,0,26,40,7,55,1600,47,0.20,0.01,7300000,commercial,,https://www.redfin.com/CA/Long-Beach/9123-Marina-Pacifica-Dr-N-90803/unit-N/home/7591615,https://www.trulia.com/p/ca/long-beach/5123-marina-pacifica-dr-n-19-long-beach-ca-90803--2562811292,https://www.remax.com/homes-for-sale/ca/long-beach/marina-pacifica/neighborhood/235944,https://www.compass.com/listing/7313-marina-pacifica-drive-long-beach-ca-90803/1107772419515519777/
marlborough ny,0,58,10,23,68,1600,49,0.45,0.01,8580000,"informational, navigational",,https://www.redfin.com/city/24163/NY/Marlboro,https://www.trulia.com/NY/Marlborough/,https://www.remax.com/homes-for-sale/ny/marlborough/city/3611145722,https://www.compass.com/homes-for-sale/marlborough-milton-ny/
marlow heights,0,41,12,29,96,1600,38,0.45,0,3930000,"informational, transactional",,https://www.redfin.com/MD/Temple-Hills/Marlow-Heights-Apartments/apartment/177431328,https://www.trulia.com/c/md/temple-hills/marlow-heights-4223-28th-ave-temple-hills-md-20748--2171352896,https://www.remax.com/homes-for-sale/md/marlow-heights/marlow-heights-apartments/neighborhood/1098054,https://www.compass.com/homes-for-sale/marlow-heights-temple-hills-md/
marmora nj,0,18,6,7,55,1600,45,0.27,0.02,1800000,informational,,https://www.redfin.com/zipcode/08223,https://www.trulia.com/NJ/Marmora/,https://www.remax.com/homes-for-sale/nj/marmora/city/9003582,https://www.compass.com/homes-for-sale/marmora-nj/
marriottsville md,0,14,7,15,92,1600,36,0.30,0,1720000,informational,,https://www.redfin.com/zipcode/21104,https://www.trulia.com/MD/Marriottsville/,https://www.remax.com/homes-for-sale/md/marriottsville/city/9006204,https://www.compass.com/homes-for-sale/marriottsville-md/
marstons mills,0,65,2,16,27,1600,39,0.30,0.01,1140000,informational,,https://www.redfin.com/neighborhood/351680/MA/Barnstable/Marstons-Mills,https://www.trulia.com/n/ma/barnstable/marstons-mills/214238/,https://www.remax.com/homes-for-sale/ma/marstons-mills/city/9000499,https://www.compass.com/homes-for-sale/marstons-mills-ma/
martins landing,0,30,31,36,48,1600,33,19.56,0.02,3680000,commercial,,https://www.redfin.com/MD/Germantown/18740-Martins-Landing-Dr-20874/home/10842302,https://www.trulia.com/builder-community/Martins-Landing-6000244560/new-home/Plan-Lincoln/9069476488,https://www.remax.com/homes-for-sale/ga/south-fulton/st-martins-landing/neighborhood/514768,https://www.compass.com/listing/230-martins-landing-unit-312-north-reading-ma-01864/630361914113333521/
martinsville nj,0,16,12,11,85,1600,39,0.00,0.01,2710000,informational,,https://www.redfin.com/city/33636/NJ/Martinsville,https://www.trulia.com/n/nj/bridgewater/martinsville/154309/,https://www.remax.com/homes-for-sale/nj/martinsville/city/3444430,https://www.compass.com/homes-for-sale/martinsville-nj/
maryland houses,0,3,4,25,17,1600,74,0.69,0.1,76500000,informational,,https://www.redfin.com/state/Maryland,https://www.trulia.com/MD/,https://www.remax.com/homes-for-sale/md,https://www.compass.com/homes-for-sale/maryland-md/
matthews beach,0,38,5,72,49,1600,32,0.00,0,33500000,"informational, transactional",,https://www.redfin.com/neighborhood/1641/WA/Seattle/Matthews-Beach,https://www.trulia.com/n/wa/seattle/matthews-beach/86968/,https://www.remax.com/homes-for-sale/wa/seattle/matthews-beach/neighborhood/10578,https://www.compass.com/homes-for-sale/matthews-beach-seattle-wa/
may tx,0,76,7,6,40,1600,33,0.00,0.01,1730000000,"informational, transactional",,https://www.redfin.com/TX/May/4520-Iroquois-Dr-76857/home/74981361,https://www.trulia.com/TX/May/,https://www.remax.com/homes-for-sale/tx/may/city/4804992485,https://www.compass.com/homes-for-sale/may-tx/
mayer mn,0,35,20,18,70,1600,38,0.00,0,26100000,"informational, transactional",,https://www.redfin.com/city/10481/MN/Mayer,https://www.trulia.com/MN/Mayer/,https://www.remax.com/homes-for-sale/mn/mayer/city/2741138,https://www.compass.com/homes-for-sale/mayer-mn/
mayfield ny,0,36,11,88,94,1600,36,0.21,0.01,11000000,informational,,https://www.redfin.com/city/30340/NY/Mayfield,https://www.trulia.com/NY/Mayfield/,https://www.remax.com/homes-for-sale/ny/mayfield/city/3646206,https://www.compass.com/homes-for-sale/mayfield-town-mayfield-ny/
maypearl isd,0,71,58,69,64,1600,38,0.00,0,97200,"informational, navigational",,https://www.redfin.com/TX/Maypearl/568-Fm-308-76064/home/147433089,https://www.trulia.com/p/tx/maypearl/317-trice-st-maypearl-tx-76064--2109483942,https://www.remax.com/tx/maypearl/home-details/605-fm-157-maypearl-tx-76064/5754211714603244033/M00000594/20097973,https://www.compass.com/listing/604-old-buena-vista-road-maypearl-tx-76064/952468885970450369/
mc 1035,0,14,24,47,25,1600,13,0.00,0,21000000,informational,,https://www.redfin.com/GA/McCaysville/1035-Indian-Trl-30555/home/131007754,https://www.trulia.com/p/pa/mc-donald/1035-stewart-rd-mc-donald-pa-15057--2013785023,https://www.remax.com/al/mc-calla/home-details/1035-crestview-dr-mc-calla-al-35111/9794716303332224380,https://www.compass.com/listing/1035-north-mc-lean-boulevard-wichita-ks-67203/1075978836323162057/
mcallen tx homes for sale,0,4,3,6,15,1600,57,0.27,0.36,3250000,"informational, transactional",,https://www.redfin.com/city/11570/TX/McAllen,https://www.trulia.com/TX/McAllen/,https://www.remax.com/homes-for-sale/tx/mcallen/city/4845384,https://www.compass.com/homes-for-sale/mcallen-tx/
mccleary wa,0,29,34,14,79,1600,37,0.00,0,1770000,informational,,https://www.redfin.com/WA/McCleary/147-William-McCleary-Rd-98557/home/14758010,https://www.trulia.com/WA/McCleary/,https://www.remax.com/homes-for-sale/wa/mccleary/city/5341225,https://www.compass.com/homes-for-sale/mccleary-wa/
mcdade tx,0,70,21,41,68,1600,28,0.00,0.01,1800000,"informational, transactional",,https://www.redfin.com/city/33688/TX/McDade,https://www.trulia.com/TX/McDade/,https://www.remax.com/homes-for-sale/tx/mcdade/city/4845564,https://www.compass.com/homes-for-sale/mcdade-tx/
mckinley properties,0,57,35,58,12,1600,49,1.25,0.09,11800000,navigational,,https://www.redfin.com/neighborhood/110355/CA/San-Jose/McKinley,https://www.trulia.com/c/fl/tampa/mckinley-hyde-park-collection-6237-s-manhattan-ave-tampa-fl-33616--2094763342,https://www.remax.com/homes-for-sale/in/south-bend/mckinley-terrace/neighborhood/510716,https://www.compass.com/agents/camille-mckinley/
mckinney homes for sale,0,3,4,6,31,1600,57,0.61,0.35,7260000,"informational, transactional",,https://www.redfin.com/city/11666/TX/McKinney,https://www.trulia.com/TX/McKinney/,https://www.remax.com/homes-for-sale/tx/mckinney/city/4845744,https://www.compass.com/homes-for-sale/mckinney-tx/
mcrees,0,23,18,19,56,1600,25,0.41,0,36400,navigational,,https://www.redfin.com/GA/Watkinsville/1211-McRee-s-Mill-Rd-30677/home/139067704,https://www.trulia.com/p/ga/watkinsville/1211-mcrees-mill-rd-watkinsville-ga-30677--2148952729,https://www.remax.com/ga/watkinsville/home-details/1211-mcrees-mill-rd-watkinsville-ga-30677/16960746183283098938/M00000188/10063200,https://www.compass.com/listing/1211-mcrees-mill-road-watkinsville-ga-30677/1075343498351993617/
meadow lane apartments,0,28,60,22,93,1600,33,0.66,0.04,99,"navigational, transactional",,https://www.redfin.com/MD/Baltimore/4431-Alan-Dr-21229/home/177403154,https://www.trulia.com/p/pa/chester/1000-meadow-ln-chester-pa-19013--2016840425,https://www.remax.com/homes-for-sale/oh/orwell/meadow-lane-apartments/neighborhood/1272479,"https://www.compass.com/homes-for-sale/spring-valley-miami-fl/property-type=co-op,condo/"
meadow vista,0,29,22,18,71,1600,47,0.20,0,31100000,informational,,https://www.redfin.com/city/24231/CA/Meadow-Vista,https://www.trulia.com/CA/Meadow_Vista/,https://www.remax.com/homes-for-sale/ca/meadow-vista/city/0646632,https://www.compass.com/homes-for-sale/meadow-vista-ca/
meadow vista ca,0,11,12,13,63,1600,46,0.17,0.02,12200000,informational,,https://www.redfin.com/city/24231/CA/Meadow-Vista,https://www.trulia.com/CA/Meadow_Vista/,https://www.remax.com/homes-for-sale/ca/meadow-vista/city/0646632,https://www.compass.com/homes-for-sale/meadow-vista-ca/
meadowland coop,0,66,81,70,63,1600,32,0.00,0,95000,navigational,,https://www.redfin.com/MD/Olney/2707-Meadowland-Ct-20832/home/10727918,"https://www.trulia.com/for_rent/39025_c/APARTMENT,APARTMENT_COMMUNITY,APARTMENT%7CCONDO%7CTOWNHOUSE,CONDO,COOP,LOFT,TIC_type/",https://www.remax.com/tx/texarkana/home-details/5706-meadowland-dr-texarkana-tx-75503/1277889965101981465,https://www.compass.com/listing/132-east-meadowland-lane-sterling-va-20164/385524716533229233/
melbourne fl homes for sale,0,4,3,6,17,1600,65,0.46,0.39,8650000,"informational, transactional",,https://www.redfin.com/city/11199/FL/Melbourne,https://www.trulia.com/FL/Melbourne/,https://www.remax.com/homes-for-sale/fl/melbourne/city/1243975,https://www.compass.com/homes-for-sale/melbourne-fl/
melbourne florida homes for sale,0,5,3,6,24,1600,65,0.46,0.39,8110000,"informational, transactional",,https://www.redfin.com/city/11199/FL/Melbourne,https://www.trulia.com/FL/Melbourne/,https://www.remax.com/homes-for-sale/fl/melbourne/city/1243975,https://www.compass.com/homes-for-sale/melbourne-fl/
memphis 247,0,9,21,36,50,1600,43,0.00,0,9430000,navigational,,https://www.redfin.com/TN/Memphis/247-Kimbrough-Pl-38104/home/87648200,https://www.trulia.com/p/tn/memphis/247-n-waldran-blvd-2-memphis-tn-38105--2370241329,https://www.remax.com/TN/MEMPHIS/home-details/247-PATTERSON-ST-MEMPHIS-TN-38111/1165502423143155767/M00000583/10083782,https://www.compass.com/listing/247-south-perkins-road-memphis-tn-38117/390440951964363105/
