Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
rosemary beach rentals,0,33,64,9900,60,1.37,0.53,7160000,commercial,,https://www.zillow.com/rosemary-beach-panama-city-beach-fl/rentals/,https://www.realtor.com/apartments/Rosemary-Beach_Panama-City-Beach_FL
rosemont il,0,38,83,9900,63,0.46,0,11300000,"informational, navigational",,https://www.zillow.com/rosemont-il/,https://www.realtor.com/realestateandhomes-search/Rosemont_IL
rosemont illinois,0,37,55,9900,59,0.46,0,5790000,"informational, navigational",,https://www.zillow.com/rosemont-il/,https://www.realtor.com/realestateandhomes-search/Rosemont_IL
roswell high school,0,29,40,9900,62,0.00,0,24100000,informational,,https://www.zillow.com/schools/102355/roswell-high-school/,https://www.realtor.com/realestateandhomes-search/Roswell_GA/schools/Roswell-High-School-0718586121
round rock high school,0,41,22,9900,59,0.00,0,358000000,navigational,,https://www.zillow.com/schools/84079/round-rock-high-school/,https://www.realtor.com/local/schools/Round-Rock-High-School-0768655341
royal farm,0,40,13,9900,71,0.56,0,370000000,navigational,,https://www.zillow.com/homedetails/184-Royal-Farm-E-Blacklick-OH-43004/33990102_zpid/,https://www.realtor.com/realestateandhomes-detail/2102-E-Royal-Farm-Dr_Salt-Lake-City_UT_84121_M16881-79129
royal poinciana,0,44,29,9900,67,0.41,0.82,3500000,commercial,,https://www.zillow.com/royal-poinciana-hollywood-fl/,https://www.realtor.com/realestateandhomes-search/Royal-Poinciana_Hollywood_FL
ruby river,0,72,55,9900,49,0.71,0,56700000,navigational,,https://www.zillow.com/sheridan-mt-59749/ruby-river_att/,https://www.realtor.com/realestateandhomes-detail/541-Ruby-River-Dr_Sheridan_MT_59749_M80385-27779
rufus taylor,0,46,19,9900,38,0.00,0,7660000,"informational, transactional",,https://www.zillow.com/homedetails/153-Rufus-Taylor-Rd-Elizabethton-TN-37643/40970309_zpid/,https://www.realtor.com/realestateandhomes-detail/107-Rufus-Taylor-Rd_Elizabethton_TN_37643_M83413-24935
rushmore mortgage,0,85,35,9900,60,4.08,0.1,531000,navigational,,https://www.zillow.com/homedetails/20233-290th-St-Rushmore-MN-56168/305115276_zpid/,https://www.realtor.com/mortgage/rates/Rushmore_MN
russellville ar,0,22,9,9900,57,0.46,0.01,4440000,"informational, transactional",,https://www.zillow.com/russellville-ar/,https://www.realtor.com/realestateandhomes-search/Russellville_AR
russellville arkansas,0,66,29,9900,52,0.46,0.01,4730000,"informational, transactional",,https://www.zillow.com/russellville-ar/,https://www.realtor.com/realestateandhomes-search/Russellville_AR
rutland vermont,0,9,53,9900,63,0.39,0.01,6810000,informational,,https://www.zillow.com/rutland-vt/,https://www.realtor.com/realestateandhomes-search/Rutland_VT
ryan goodell,0,25,14,9900,35,0.00,0,1290000,informational,,https://www.zillow.com/profile/Ryan%20M%20Goodell,https://www.realtor.com/realestateagents/56c9f20389a68901006ed70b
ryan palmer,0,89,62,9900,43,1.34,0,60900000,informational,,https://www.zillow.com/profile/realtyryanp,https://www.realtor.com/realestateandhomes-detail/1-Ryan-Palmer-Ln_Amarillo_TX_79124_M88347-53038
s ks,0,89,22,9900,85,0.00,0,1510000000,informational,,https://www.zillow.com/homedetails/1000-S-Kansas-Ave-Newton-KS-67114/1340100_zpid/,https://www.realtor.com/realestateandhomes-detail/18115-W-103rd-St-S_Clearwater_KS_67026_M84574-64656
sabal palm,0,50,69,9900,57,2.16,0.58,9930000,"informational, transactional",,https://www.zillow.com/homedetails/1720-Sabal-Palm-Dr-Boca-Raton-FL-33432/46724366_zpid/,https://www.realtor.com/realestateandhomes-detail/1041-Sabal-Palm-Dr_Okeechobee_FL_34974_M66744-20311
sabor mls,0,29,30,9900,25,0.29,0.05,21900000,informational,,https://www.zillow.com/san-antonio-tx/,https://www.realtor.com/realestateandhomes-detail/7936-Navarro-Mls_San-Antonio_TX_78252_M95777-58647
safford az,0,37,29,9900,50,0.21,0.02,1800000,informational,,https://www.zillow.com/safford-az/land/,https://www.realtor.com/realestateandhomes-search/Safford_AZ
saint croix,0,55,36,9900,68,0.28,0.02,120000000,"informational, transactional",,https://www.zillow.com/saint-croix-vi/,https://www.realtor.com/realestateandhomes-search/Saint-Croix_VI
saint petersburg fl,0,10,7,9900,93,0.66,0.04,27300000,informational,,https://www.zillow.com/saint-petersburg-fl/,https://www.realtor.com/realestateandhomes-search/St.-Petersburg_FL
saint simons island,0,21,34,9900,67,0.63,0.12,9840000,informational,,https://www.zillow.com/saint-simons-island-ga/,https://www.realtor.com/realestateandhomes-search/Saint-Simons-Island_GA
salem state,0,80,89,9900,79,2.03,0,340000000,"informational, navigational",,https://www.zillow.com/homedetails/163-North-St-2-Salem-MA-01970/70604558_zpid/,https://www.realtor.com/realestateandhomes-detail/40-Daniels-St-Apt-1_Salem_MA_01970_M48212-33080
salinas californian,0,15,22,9900,51,0.43,0,417000,"informational, navigational",,https://www.zillow.com/salinas-ca/,https://www.realtor.com/realestateandhomes-search/Salinas_CA
salt springs,0,38,20,9900,62,0.85,0,207000000,"informational, transactional",,https://www.zillow.com/fort-mc-coy-fl-32134/in-salt-springs_att/,https://www.realtor.com/realestateandhomes-search/Salt-Springs_FL
sam nelson,0,75,48,9900,41,0.31,0,108000000,informational,,https://www.zillow.com/homedetails/606-Sam-Nelson-Rd-Canton-GA-30114/49927968_zpid/,https://www.realtor.com/realestateandhomes-detail/2800-Sam-Nelson-Rd_Canton_GA_30114_M51124-37621
san antonio apartments,0,2,9,9900,85,1.30,0.36,102000000,commercial,,https://www.zillow.com/san-antonio-tx/apartments/,https://www.realtor.com/apartments/San-Antonio_TX
san antonio escort,0,28,26,9900,36,0.00,0,9870000,informational,,https://www.zillow.com/homedetails/13602-Escort-Dr-San-Antonio-TX-78233/26363727_zpid/,https://www.realtor.com/realestateandhomes-detail/13538-Escort-Dr_San-Antonio_TX_78233_M87123-11336
san carlos ca,0,69,87,9900,50,0.65,0.01,233000000,informational,,https://www.zillow.com/san-carlos-ca/,https://www.realtor.com/realestateandhomes-search/San-Carlos_CA
san diego open,0,50,70,9900,38,2.68,0.01,1120000000,informational,,https://www.zillow.com/san-diego-ca/open-house/,https://www.realtor.com/realestateandhomes-search/San-Diego_CA/show-open-house
san francisco apartments,0,2,10,9900,83,1.19,0.37,224000000,informational,,https://www.zillow.com/san-francisco-ca/apartments/,https://www.realtor.com/apartments/San-Francisco_CA
san francisco chinatown,0,63,58,9900,70,0.64,0.01,16000000,informational,,https://www.zillow.com/chinatown-san-francisco-ca/,https://www.realtor.com/realestateandhomes-search/Chinatown_San-Francisco_CA
san leandro ca,0,21,13,9900,60,0.39,0,17600000,informational,,https://www.zillow.com/san-leandro-ca/,https://www.realtor.com/realestateandhomes-search/San-Leandro_CA
san luis obispo ca,0,65,15,9900,86,0.81,0.01,46000000,informational,,https://www.zillow.com/san-luis-obispo-ca/,https://www.realtor.com/realestateandhomes-search/San-Luis-Obispo_CA
san padre island,0,60,16,9900,75,0.53,0.17,16600000,informational,,https://www.zillow.com/south-padre-island-tx/,https://www.realtor.com/realestateandhomes-search/South-Padre-Island_TX
san pedro ca,0,76,73,9900,57,0.85,0.01,220000000,"informational, transactional",,https://www.zillow.com/san-pedro-los-angeles-ca/,https://www.realtor.com/realestateandhomes-search/San-Pedro_CA/overview
san pedro california,0,52,58,9900,55,0.85,0.01,221000000,"informational, transactional",,https://www.zillow.com/san-pedro-los-angeles-ca/,https://www.realtor.com/realestateandhomes-search/San-Pedro_CA/overview
san ramon ca,0,38,35,9900,65,0.46,0,41600000,informational,,https://www.zillow.com/san-ramon-ca/,https://www.realtor.com/realestateandhomes-search/San-Ramon_CA
sandiego,0,61,54,9900,95,0.69,0.05,1850000000,"informational, transactional",,https://www.zillow.com/san-diego-ca/,https://www.realtor.com/realestateandhomes-search/San-Diego_CA
sandle,0,43,18,9900,27,12.14,1,10700000,informational,,https://www.zillow.com/homedetails/6793-Sandle-Dr-Jacksonville-FL-32219/123463126_zpid/,https://www.realtor.com/realestateandhomes-detail/7081-Sandle-Dr_Jacksonville_FL_32219_M64121-59083
sandra reyes,0,28,43,9900,29,0.37,0,19700000,informational,,https://www.zillow.com/profile/sandysellsla,https://www.realtor.com/realestateagents/sandra-reyes_doral_fl_1760035
sandwich ma,0,6,23,9900,52,0.41,0.02,211000000,informational,,https://www.zillow.com/sandwich-ma/,https://www.realtor.com/realestateandhomes-search/Sandwich_MA
sandy hook ct,0,53,28,9900,85,0.00,0,8530000,"informational, transactional",,https://www.zillow.com/sandy-hook-newtown-ct/,https://www.realtor.com/realestateandhomes-search/Sandy-Hook_CT/type-land
sanibel florida,0,21,74,9900,74,0.67,0.04,9410000,informational,,https://www.zillow.com/sanibel-fl/,https://www.realtor.com/realestateandhomes-search/Sanibel_FL
sanibel island fl,0,66,57,9900,74,0.67,0.04,8580000,"informational, transactional",,https://www.zillow.com/sanibel-fl/,https://www.realtor.com/realestateandhomes-search/Sanibel-Island_FL
santa clara unified school district,0,27,35,9900,68,0.00,0,3430000,navigational,,https://www.zillow.com/districts/1149/santa-clara-unified-school-district/,https://www.realtor.com/local/schools/Santa-Clara-Unified-School-District-06151437911
santa nella,0,61,27,9900,31,0.53,0,153000000,"informational, transactional",,https://www.zillow.com/santa-nella-gustine-ca/,https://www.realtor.com/realestateandhomes-search/Santa-Nella_CA/show-recently-sold
santa rosa county,0,54,30,9900,78,2.31,0.01,67000000,"informational, navigational",,https://www.zillow.com/santa-rosa-county-fl/,https://www.realtor.com/realestateandhomes-search/Santa-Rosa-County_FL
santa rosa new mexico,0,59,83,9900,57,0.61,0.03,83700000,"informational, transactional",,https://www.zillow.com/santa-rosa-nm/,https://www.realtor.com/realestateandhomes-search/Santa-Rosa_NM
santee sc,0,48,44,9900,60,0.42,0.02,4910000,informational,,https://www.zillow.com/santee-sc/land/,https://www.realtor.com/realestateandhomes-search/Santee_SC
santiago high school,0,41,26,9900,47,0.00,0,118000000,commercial,,https://www.zillow.com/schools/1086/santiago-high-school/,https://www.realtor.com/realestateandhomes-search/Corona_CA/schools/Santiago-High-School-078632521
sara molina,0,42,39,9900,33,0.00,0,15200000,informational,,https://www.zillow.com/profile/Saramolinarealtor,https://www.realtor.com/realestateagents/5cab6e1fd2691e0013b1f557
savannah news,0,72,22,9900,80,0.93,0.01,270000000,informational,,https://www.zillow.com/savannah-ga/,https://www.realtor.com/realestateandhomes-search/Savannah_GA
sayreville nj,0,9,50,9900,58,0.27,0.01,5390000,"informational, navigational",,https://www.zillow.com/sayreville-nj/,https://www.realtor.com/realestateandhomes-search/Sayreville_NJ
scarsdale ny,0,6,18,9900,78,0.16,0.01,9030000,informational,,https://www.zillow.com/scarsdale-ny/,https://www.realtor.com/realestateandhomes-search/Scarsdale_NY/overview
scenic view,0,51,29,9900,65,0.00,0,428000000,navigational,,https://www.zillow.com/homedetails/285-Scenic-View-Ln-Cape-Girardeau-MO-63701/121182949_zpid/,https://www.realtor.com/realestateandhomes-detail/16043-Scenic-View-Dr_Bullard_TX_75757_M88256-20926
scott valentine,0,76,74,9900,32,0.00,0,60700000,informational,,https://www.zillow.com/profile/scott7640,https://www.realtor.com/realestateagents/597adcc1fa142c00120f51b8
scotts valley,0,77,72,9900,50,0.58,0,9430000,informational,,https://www.zillow.com/scotts-valley-ca/houses/,https://www.realtor.com/realestateandhomes-search/Scotts-Valley_CA
scottsbluff ne,0,97,50,9900,53,0.43,0.01,2700000,informational,,https://www.zillow.com/scottsbluff-ne/,https://www.realtor.com/realestateandhomes-search/Scottsbluff_NE
seaforth landing,0,18,17,9900,45,0.04,0.05,95,navigational,,https://www.zillow.com/homedetails/61-Seaforth-Landing-Dr-Pittsboro-NC-27312/2085542452_zpid/,https://www.realtor.com/realestateandhomes-detail/499-Seaforth-Landing-Dr_Pittsboro_NC_27312_M67507-63061
seagoville,0,55,63,9900,56,0.33,0,2820000,"informational, navigational",,https://www.zillow.com/seagoville-tx/,https://www.realtor.com/realestateandhomes-detail/299-Bilindsay-Cv_Seagoville_TX_75159_M76618-18871
sebastian fl,0,10,6,9900,63,0.44,0.02,35700000,"informational, transactional",,https://www.zillow.com/sebastian-fl/,https://www.realtor.com/realestateandhomes-search/Sebastian_FL
seligman az,0,24,36,9900,45,0.44,0.01,1600000,informational,,https://www.zillow.com/seligman-az/,https://www.realtor.com/realestateandhomes-search/Seligman_AZ
sequim wa,0,11,17,9900,56,0.44,0.04,3880000,informational,,https://www.zillow.com/sequim-wa/,https://www.realtor.com/realestateandhomes-search/Sequim_WA
sequim washington,0,10,28,9900,61,0.44,0.04,3980000,informational,,https://www.zillow.com/sequim-wa/,https://www.realtor.com/realestateandhomes-search/Sequim_WA
serenity springs,0,42,24,9900,45,0.17,0.01,8870000,navigational,,https://www.zillow.com/homedetails/1205-Serenity-Springs-Dr-New-Albany-IN-47150/214192573_zpid/,https://www.realtor.com/realestateandhomes-detail/1202-Serenity-Springs-Dr_New-Albany_IN_47150_M33033-95707
seward ak,0,35,59,9900,64,0.70,0.03,4180000,informational,,https://www.zillow.com/seward-ak/,https://www.realtor.com/realestateandhomes-search/Seward_AK
shadowbrook,0,25,44,9900,59,0.50,0.02,1400000,navigational,,https://www.zillow.com/b/shadowbrook-apartments-sunnyvale-ca-5XjTBN/,https://www.realtor.com/realestateandhomes-detail/522-Shadowbrook-Dr_Burlington_NC_27215_M64449-86131
shakopee mn,0,46,79,9900,71,0.46,0.01,5460000,informational,,https://www.zillow.com/shakopee-mn/,https://www.realtor.com/realestateandhomes-search/Shakopee_MN
sharktooth,0,85,62,9900,50,0.70,1,5590000,navigational,,https://www.zillow.com/homedetails/10207-Sharktooth-Peak-Dr-Bakersfield-CA-93311/81865737_zpid/,https://www.realtor.com/realestateandhomes-detail/10207-Sharktooth-Peak-Dr_Bakersfield_CA_93311_M99014-40189
shasta county,0,55,38,9900,57,1.25,0.01,11000000,"informational, navigational",,https://www.zillow.com/shasta-county-ca/,https://www.realtor.com/realestateandhomes-search/Shasta-County_CA
sheboygan wisconsin,0,48,40,9900,61,0.72,0.01,8430000,informational,,https://www.zillow.com/sheboygan-wi/,https://www.realtor.com/realestateandhomes-search/Sheboygan_WI
shelburne farms,0,37,65,9900,62,1.74,0,1170000,navigational,,https://www.zillow.com/shelburne-vt/shelburne-farms_att/,https://www.realtor.com/realestateandhomes-detail/28W084-Shelburne-Farms-Dr_Winfield_IL_60190_M80310-47260
sheldon high school,0,44,41,9900,60,0.00,0,43800000,commercial,,https://www.zillow.com/schools/68892/sheldon-high-school/,https://www.realtor.com/realestateandhomes-search/Eugene_OR/schools/Sheldon-High-School-0758577611
shell beach,0,75,18,9900,48,0.52,0.01,253000000,"informational, transactional",,https://www.zillow.com/pismo-beach-ca/shell-beach_att/,https://www.realtor.com/realestateandhomes-search/Shell-Beach_CA/overview
shelter cove,0,87,58,9900,57,0.59,0.04,17600000,informational,,https://www.zillow.com/whitethorn-ca/shelter-cove_att/,https://www.realtor.com/realestateandhomes-search/Shelter-Cove_Hilton-Head-Island_SC
shelton wa,0,39,42,9900,50,0.32,0.01,12500000,informational,,https://www.zillow.com/shelton-wa/,https://www.realtor.com/realestateandhomes-search/Shelton_WA
shepherdsville ky,0,58,23,9900,51,0.58,0.01,3200000,"informational, transactional",,https://www.zillow.com/shepherdsville-ky/land/,https://www.realtor.com/realestateandhomes-search/Shepherdsville_KY
sherwood high school,0,57,37,9900,63,0.00,0,38300000,commercial,,https://www.zillow.com/schools/26755/sherwood-high-school/,https://www.realtor.com/realestateandhomes-search/Sherwood_OR/schools/Sherwood-High-School-0758587321
short hills,0,8,18,9900,65,0.55,0,795000000,"informational, navigational",,https://www.zillow.com/short-hills-nj/,https://www.realtor.com/realestateandhomes-search/Short-Hills_NJ
show low arizona,0,6,53,9900,53,0.67,0.04,2280000000,"informational, navigational",,https://www.zillow.com/show-low-az/,https://www.realtor.com/realestateandhomes-search/Show-Low_AZ
showingtime login,0,30,14,9900,77,0.00,0,83,"navigational, transactional",,https://www.zillow.com/careers/,https://www.realtor.com/realestateagents/5c2e504ca542d8001a4d1d7d
side way,0,19,13,9900,52,1.22,0,9220000000,informational,,https://www.zillow.com/homedetails/37-Hill-Side-Way-Hiram-GA-30141/237723306_zpid/,https://www.realtor.com/realestateandhomes-detail/3760-Creek-Side-Way_Trussville_AL_35173_M83550-85301
sidney hicks,0,41,37,9900,31,0.00,0,5460000,informational,,https://www.zillow.com/homedetails/211-Sidney-Hicks-Dr-Warner-Robins-GA-31088/49871601_zpid/,https://www.realtor.com/realestateandhomes-detail/104-Sidney-Hicks-Rd_Warner-Robins_GA_31088_M57398-14838
sidney ohio,0,21,45,9900,65,0.33,0.01,19200000,"informational, navigational",,https://www.zillow.com/sidney-oh/,https://www.realtor.com/realestateandhomes-search/Sidney_OH
sierra canyon high school,0,36,39,9900,60,0.00,0,15200000,navigational,,https://www.zillow.com/schools/130168/sierra-canyon-school/,https://www.realtor.com/local/schools/Sierra-Canyon-School-078703031
sierra sky,0,41,16,9900,42,0.00,0,68400000,"informational, transactional",,https://www.zillow.com/homedetails/8614-Sierra-Sky-San-Antonio-TX-78254/122496621_zpid/,https://www.realtor.com/realestateandhomes-search/Sierra-Sky-Park_Fresno_CA
siesta key fl,0,64,60,9900,68,0.74,0.04,5790000,"informational, transactional",,https://www.zillow.com/siesta-key-fl/,https://www.realtor.com/realestateandhomes-search/Siesta-Key_FL
siesta key rentals,0,16,37,9900,64,1.28,0.47,4300000,commercial,,https://www.zillow.com/siesta-key-fl/rentals/,https://www.realtor.com/apartments/Siesta-Key_FL
silver beach,0,89,58,9900,54,0.98,0.03,809000000,"informational, transactional",,https://www.zillow.com/saint-joseph-mi/silver-beach_att/,https://www.realtor.com/realestateandhomes-detail/459-Silver-Beach-Rd_Lake-Park_FL_33403_M59015-05649
silver creek apartments,0,24,50,9900,43,1.09,0.02,34500000,commercial,,https://www.zillow.com/b/silver-creek-condos-reno-nv-5Xk8gn/,https://www.realtor.com/realestateandhomes-detail/2438-Whitmire-Blvd_Midland_TX_79705_M74340-34724
silver creek high school,0,44,34,9900,49,0.00,0,68400000,commercial,,https://www.zillow.com/schools/39040/silver-creek-high-school/,https://www.realtor.com/realestateandhomes-search/San-Jose_CA/schools/Silver-Creek-High-School-078649501
silver slipper,0,67,76,9900,59,0.25,0.28,35400000,navigational,,https://www.zillow.com/homedetails/1644-Silver-Slipper-Ave-Henderson-NV-89002/60149012_zpid/,https://www.realtor.com/realestateandhomes-detail/332-Silver-Slipper-Rd_Hookstown_PA_15050_M35094-74382
silverado high school,0,42,36,9900,54,0.00,0,17700000,commercial,,https://www.zillow.com/schools/49910/silverado-high-school/,https://www.realtor.com/realestateandhomes-search/Las-Vegas_NV/schools/Silverado-High-School-0745717211
silverdale wa,0,43,60,9900,56,0.29,0.01,4540000,"informational, transactional",,https://www.zillow.com/silverdale-wa/,https://www.realtor.com/realestateandhomes-search/Silverdale_WA
silvervale,0,27,31,9900,34,0.00,0,77,informational,,https://www.zillow.com/homedetails/1443-N-Silvervale-St-Visalia-CA-93291/97449486_zpid/,https://www.realtor.com/realestateandhomes-detail/2649-N-Silvervale-St_Visalia_CA_93291_M98285-24498
sitka ak,0,84,35,9900,50,0.40,0.01,5430000,"informational, transactional",,https://www.zillow.com/sitka-ak/,https://www.realtor.com/realestateandhomes-search/Sitka_AK
six flags arlington,0,88,90,9900,78,0.15,0.09,4970000,navigational,,https://www.zillow.com/homedetails/1109-Road-To-Six-Flags-St-E-Arlington-TX-76011/29128998_zpid/,https://www.realtor.com/realestateandhomes-detail/1101-Road-to-Six-Flags-St-E_Arlington_TX_76011_M83460-48845
skatie,0,51,49,9900,40,200.90,1,62,navigational,,https://www.zillow.com/homedetails/10366-S-Katie-Dr-Oak-Creek-WI-53154/110757873_zpid/,https://www.realtor.com/realestateandhomes-detail/5754-S-Katie-Way_Wasilla_AK_99623_M94438-58262
skyview high school,0,51,42,9900,44,0.00,0,10500000,commercial,,https://www.zillow.com/schools/98731/skyview-high-school/,https://www.realtor.com/realestateandhomes-search/Vancouver_WA/schools/Skyview-High-School-0775743941
slate rock,0,51,32,9900,63,1.13,1,81700000,informational,,https://www.zillow.com/homedetails/2433-Slate-Rock-Dr-Wake-Forest-NC-27587/248749016_zpid/,https://www.realtor.com/realestateandhomes-detail/7-Slate-Rock-Rd_Hillsdale_NY_12529_M93507-19810
smithsburg md,0,36,7,9900,46,0.15,0.01,1350000,informational,,https://www.zillow.com/smithsburg-md/sold/,https://www.realtor.com/realestateandhomes-search/Smithsburg_MD
smokey row,0,27,23,9900,41,0.50,0.03,4570000,navigational,,https://www.zillow.com/homedetails/9377-Smokey-Row-Rd-Saint-Louisville-OH-43071/74352796_zpid/,https://www.realtor.com/realestateandhomes-detail/2449-Smokey-Row-Rd_Patriot_OH_45658_M45578-84418
snowmass village,0,9,61,9900,70,0.95,0.07,2650000,"informational, navigational",,https://www.zillow.com/snowmass-village-co/,https://www.realtor.com/realestateandhomes-search/Snowmass-Village_CO
solon ohio,0,73,6,9900,69,0.32,0.01,7590000,"informational, navigational",,https://www.zillow.com/solon-oh/,https://www.realtor.com/realestateandhomes-search/Solon_OH
somerset pa,0,56,30,9900,60,0.47,0.02,41600000,informational,,https://www.zillow.com/somerset-pa/,https://www.realtor.com/realestateandhomes-search/Somerset_PA
soso,0,57,36,9900,49,0.81,0.21,55200000,informational,,https://www.zillow.com/soso-ms/,https://www.realtor.com/realestateandhomes-search/Soso_MS
south carolina homes for sale,0,1,2,9900,69,0.55,0.34,93,"informational, transactional",,https://www.zillow.com/sc/,https://www.realtor.com/realestateandhomes-search/South-Carolina
south carolina myrtle beach,0,20,8,9900,91,0.74,0.02,42200000,"informational, navigational",,https://www.zillow.com/myrtle-beach-sc/,https://www.realtor.com/realestateandhomes-search/Myrtle-Beach_SC
south fork colorado,0,11,33,9900,52,0.70,0.04,103000000,"informational, transactional",,https://www.zillow.com/homedetails/11-Million-Dr-South-Fork-CO-81154/115562064_zpid/,https://www.realtor.com/realestateandhomes-detail/82-County-Road-20_South-Fork_CO_81154_M17299-71736
south jordan,0,10,6,9900,62,0.43,0,936000000,"informational, navigational",,https://www.zillow.com/south-jordan-ut/,https://www.realtor.com/realestateandhomes-search/South-Jordan_UT
south point mall,0,33,72,9900,59,0.00,0,360000000,commercial,,https://www.zillow.com/durham-nc/southpoint-mall_att/,https://www.realtor.com/realestateandhomes-search/Southpoint_Durham_NC
south street philadelphia,0,28,48,9900,45,1.04,0.26,350000000,"informational, transactional",,https://www.zillow.com/philadelphia-pa/south-street_att/,https://www.realtor.com/realestateandhomes-detail/2706-South-St_Philadelphia_PA_19146_M31152-48890
southampton ny,0,10,15,9900,62,0.82,0.02,105000000,"informational, transactional",,https://www.zillow.com/southampton-ny/,https://www.realtor.com/realestateandhomes-search/Southampton_NY
southern pines nc,0,7,25,9900,46,0.39,0.01,19700000,"informational, transactional",,https://www.zillow.com/southern-pines-nc/,https://www.realtor.com/realestateandhomes-search/Southern-Pines_NC
southfield michigan,0,33,35,9900,63,0.51,0.01,13600000,"informational, navigational",,https://www.zillow.com/southfield-mi/,https://www.realtor.com/realestateandhomes-search/Southfield_MI
southgate apartments,0,37,54,9900,49,0.85,0.08,5010000,commercial,,https://www.zillow.com/south-gate-ca/apartments/,https://www.realtor.com/realestateandhomes-detail/16700-Quarry-Rd_Southgate_MI_48195_M37342-09201
southhaven,0,24,16,9900,67,0.64,0.02,7080000,"informational, navigational",,https://www.zillow.com/southhaven-ms/,https://www.realtor.com/realestateandhomes-detail/12340-Southhaven_Flint_TX_75762_M95807-89521
southington ct,0,12,53,9900,69,0.55,0.01,6040000,"informational, navigational",,https://www.zillow.com/southington-ct/,https://www.realtor.com/realestateandhomes-search/Southington_CT
southlake tx,0,20,4,9900,72,0.47,0.01,14500000,informational,,https://www.zillow.com/southlake-tx/,https://www.realtor.com/realestateandhomes-search/Southlake_TX
southport north carolina,0,47,32,9900,62,0.46,0.04,7300000,informational,,https://www.zillow.com/southport-nc/,https://www.realtor.com/realestateandhomes-search/Southport_NC
southridge high school,0,51,67,9900,48,0.00,0,3400000,commercial,,https://www.zillow.com/schools/67759/southridge-high-school/,https://www.realtor.com/local/schools/Southridge-High-School-0725738151
spanish style homes,0,16,25,9900,58,1.54,1,1770000000,informational,,https://www.zillow.com/ca/spanish-colonial_att/,https://www.realtor.com/news/trends/spanish-style-homes-under-400k/
sparta nj,0,11,6,9900,76,0.19,0.01,8980000,"informational, navigational",,https://www.zillow.com/sparta-township-nj/,https://www.realtor.com/realestateandhomes-search/Sparta_NJ
sparta tn,0,38,25,9900,41,0.49,0.01,7050000,"informational, transactional",,https://www.zillow.com/sparta-tn/,https://www.realtor.com/realestateandhomes-search/Sparta_TN
spartan 16,0,97,45,9900,36,1.45,0,56300000,navigational,,https://www.zillow.com/homedetails/16-Spartan-Dr-Martinsburg-WV-25403/22331331_zpid/,https://www.realtor.com/realestateandhomes-detail/16-Spartan-Circle-Dr_Superior_WI_54880_M84489-29165
spartanburg south carolina,0,7,15,9900,71,0.61,0.01,22400000,informational,,https://www.zillow.com/spartanburg-sc/,https://www.realtor.com/realestateandhomes-search/Spartanburg_SC
speach,0,69,44,9900,39,1.44,0.01,14700000,"informational, transactional",,https://www.zillow.com/homedetails/8241-Speach-Dr-Baldwinsville-NY-13027/60045573_zpid/,https://www.realtor.com/realestateandhomes-detail/8169-Speach-Dr_Baldwinsville_NY_13027_M34590-25744
spearfish canyon,0,62,48,9900,61,0.52,0.01,1100000,"informational, transactional",,https://www.zillow.com/lead-sd/spearfish-canyon_att/,https://www.realtor.com/realestateandhomes-detail/513-Spearfish-Canyon-Rd_Spearfish_SD_57783_M72898-28429
spring hill tennessee,0,8,15,9900,64,0.47,0.01,76000000,informational,,https://www.zillow.com/spring-hill-tn/,https://www.realtor.com/realestateandhomes-search/Spring-Hill_TN
spring mountain,0,92,94,9900,68,1.27,0.22,822000000,"informational, navigational",,https://www.zillow.com/las-vegas-nv/spring-mountain_att/,https://www.realtor.com/realestateandhomes-search/Spring-Mountain-Ranch_Las-Vegas_NV
springdale ar,0,42,41,9900,62,0.82,0.01,9530000,informational,,https://www.zillow.com/springdale-ar/,https://www.realtor.com/realestateandhomes-search/Springdale_AR
springfield nj,0,7,9,9900,69,0.27,0.01,146000000,"informational, navigational",,https://www.zillow.com/springfield-nj/,https://www.realtor.com/realestateandhomes-search/Springfield_NJ
springfield tn,0,64,63,9900,52,0.56,0.01,82200000,"informational, navigational",,https://www.zillow.com/springfield-tn/houses/,https://www.realtor.com/realestateandhomes-search/Springfield_TN/overview
springville utah,0,6,35,9900,62,0.41,0.01,4530000,"informational, navigational",,https://www.zillow.com/springville-ut/,https://www.realtor.com/realestateandhomes-search/Springville_UT
squirrel nest,0,89,73,9900,51,4.23,0.34,21000000,informational,,https://www.zillow.com/homedetails/1113-Squirrel-Nest-Ln-Port-Orange-FL-32129/170932800_zpid/,https://www.realtor.com/realestateandhomes-detail/1052-Squirrel-Nest-Ln_Lexington_KY_40509_M35642-40765
st augustine high school,0,37,27,9900,68,0.00,0,30300000,commercial,,https://www.zillow.com/schools/13129/st-augustine-high-school/,https://www.realtor.com/realestateandhomes-search/ST-AUGUSTINE_FL/schools/St.-Augustine-High-School-0717184051
st charles missouri,0,43,66,9900,56,0.44,0.04,324000000,informational,,https://www.zillow.com/saint-charles-mo/,https://www.realtor.com/realestateandhomes-search/St.-Charles_MO
st clair shores,0,7,10,9900,61,0.42,0,7430000,"informational, navigational",,https://www.zillow.com/saint-clair-shores-mi/,https://www.realtor.com/realestateandhomes-search/St.-Clair-Shores_MI
