Keyword,homelight.com,rocketmortgage.com,rockethomes.com,forsalebyowner.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),rocketmortgage.com (pages),rockethomes.com (pages),forsalebyowner.com (pages)
sunset west,0,0,94,0,2900,40,1.19,0.35,577000000,navigational,,,https://www.rockethomes.com/fl/sunset-west,
super bowl 2022 winner,0,95,0,0,2900,85,0.00,0,348000000,informational,,https://pressroom.rocketmortgage.com/2022/02/14/fourteen-americans-score-1-6-million-in-prizes-during-super-bowl-lvi-thanks-to-rocket-mortgage-super-bowl-squares/,,
super home warranty,0,46,0,0,2900,49,8.52,0.4,189000000,"commercial, navigational",,https://www.rocketmortgage.com/learn/home-warranty-cost,,
superbowl 1,0,77,0,0,2900,72,0.00,0.01,398000000,"informational, transactional",,https://pressroom.rocketmortgage.com/2022/02/14/fourteen-americans-score-1-6-million-in-prizes-during-super-bowl-lvi-thanks-to-rocket-mortgage-super-bowl-squares/,,
superior mt,0,0,55,0,2900,36,0.45,0.01,223000000,informational,,,https://www.rockethomes.com/mt/superior,
surfside texas,0,0,43,0,2900,51,0.84,0.06,14400000,"informational, transactional",,,https://www.rockethomes.com/tx/surfside-beach,
suttons bay mi,0,0,75,0,2900,39,0.98,0.05,1290000,informational,,,https://www.rockethomes.com/mi/suttons-bay,
suttons bay michigan,0,0,15,0,2900,41,0.98,0.05,1330000,"informational, transactional",,,https://www.rockethomes.com/mi/suttons-bay,
suva intermediate,0,0,60,0,2900,50,0.00,0,490000,navigational,,,https://www.rockethomes.com/ca/suva-intermediate-school,
swe homes,0,0,68,0,2900,43,2.32,0.03,95,navigational,,,https://www.rockethomes.com/homes/8402-rivercross-rd-houston-tx-77064,
sycamore oh,0,0,57,0,2900,43,0.00,0,7260000,informational,,,https://www.rockethomes.com/oh/sycamore,
takoma park middle school,0,0,85,0,2900,46,0.00,0,1340000,navigational,,,https://www.rockethomes.com/md/takoma-park-middle-school,
tampa condos for sale,0,0,52,24,2900,61,0.48,0.48,11100000,"informational, transactional",,,https://www.rockethomes.com/fl/tampa/condos,https://www.forsalebyowner.com/search/list/tampa-florida
tampa florida houses for sale,0,0,9,24,2900,78,0.39,0.42,13900000,"informational, transactional",,,https://www.rockethomes.com/fl/tampa,https://www.forsalebyowner.com/search/list/tampa-florida
tamworth nh,0,0,95,0,2900,40,0.31,0.01,1970000,"informational, navigational",,,https://www.rockethomes.com/nh/tamworth,
tax credit 2021,0,96,0,0,2900,87,1.60,0.18,1250000000,informational,,https://www.rocketmortgage.com/learn/mortgage-interest-deduction,,
tax deductable,0,33,0,0,2900,90,1.55,0.04,699000000,informational,,https://www.rocketmortgage.com/learn/tax-deductions-for-homeowners,,
tax exempt meaning,0,46,0,0,2900,82,0.53,0.01,131000000,informational,,https://www.rocketmortgage.com/learn/property-tax-exemptions,,
tax lien certificates,0,7,0,0,2900,72,1.40,0.28,4640000,informational,,https://www.rocketmortgage.com/learn/tax-lien-investing,,
taxes deductible,0,21,0,0,2900,96,1.55,0.04,268000000,informational,,https://www.rocketmortgage.com/learn/property-tax-deduction,,
teague middle school,0,0,59,0,2900,47,0.00,0,2010000,commercial,,,https://www.rockethomes.com/fl/teague-middle-school,
tenancy by entirety,0,1,0,0,2900,68,2.30,0.01,863000,informational,,https://www.rocketmortgage.com/learn/tenancy-by-entirety,,
tenants definition,0,14,0,0,2900,55,0.00,0,420000000,commercial,,https://www.rocketmortgage.com/learn/joint-tenancy,,
tenants in common vs joint tenants,0,19,0,0,2900,53,0.47,0.05,17100000,informational,,https://www.rocketmortgage.com/learn/joint-tenancy,,
termite inspector,0,97,0,0,2900,56,39.90,0.38,153000000,informational,,https://www.rocketmortgage.com/learn/va-loan-termite-inspection,,
termite inspectors near me,0,26,68,0,2900,55,38.24,0.4,88,transactional,,https://www.rocketmortgage.com/learn/va-loan-termite-inspection,https://www.rockethomes.com/blog/home-buying/home-inspection-cost,
termites in wall,0,0,79,0,2900,32,6.86,0.03,0,informational,,,https://www.rockethomes.com/blog/homeowner-tips/termite-damage,
texas mansions,0,0,98,35,2900,61,0.84,0.22,9950000,informational,,,https://www.rockethomes.com/blog/home-buying/home-inspection-cost,https://www.forsalebyowner.com/search/list/texas
texas realestate,0,0,72,0,2900,81,0.66,0.25,454000000,informational,,,https://www.rockethomes.com/texas,
texas roadhouse arnold,0,0,78,0,2900,42,1.81,0,89,"informational, transactional",,,https://www.rockethomes.com/homes/326-county-road-271-tuscola-tx-79562,
texas roadhouse columbia mo,0,0,85,0,2900,37,0.00,0,91,"informational, transactional",,,https://www.rockethomes.com/homes/52604-ne-porter-ln-scappoose-or-97056,
texas roadhouse elk grove,0,0,84,0,2900,36,0.00,0,87,"informational, transactional",,,https://www.rockethomes.com/homes/11537-yuma-ln-n-dayton-mn-55369,
texas roadhouse in tucson,0,0,78,0,2900,47,0.00,0,90,transactional,,,https://www.rockethomes.com/homes/2402-w-paine-trl-tucson-az-85745,
texas roadhouse union city,0,0,79,0,2900,34,0.00,0,86,"informational, transactional",,,https://www.rockethomes.com/homes/3458-union-mill-rd-nicholasville-ky-40356,
the biggest city in america,0,41,0,0,2900,86,0.00,0,1570000000,informational,,https://www.rocketmortgage.com/learn/fastest-growing-cities-in-the-us,,
the first of the month,0,98,0,0,2900,51,0.00,0,8510000000,"informational, transactional",,https://www.rocketmortgage.com/learn/when-is-first-mortgage-payment-due,,
the villages.com,0,0,0,54,2900,88,0.57,0.13,661000000,"informational, navigational",,,,https://www.forsalebyowner.com/search/list/the-villages-florida
this is home,0,57,0,0,2900,49,0.00,0,25270000000,"informational, transactional",,https://www.rocketmortgage.com/learn/home-appreciation,,
thornridge high school,0,0,87,0,2900,39,0.00,0,450000,"informational, navigational",,,https://www.rockethomes.com/il/thornridge-high-school,
time is it.,0,91,0,0,2900,96,1.49,0,25270000000,navigational,,https://www.rocketmortgage.com/learn/best-time-of-year-to-buy-a-house,,
time to time,0,73,0,0,2900,40,0.00,0,25270000000,commercial,,https://www.rocketmortgage.com/learn/first-time-home-buyer,,
time zone of lexington ky,0,0,79,0,2900,32,0.00,0,100,informational,,,https://www.rockethomes.com/homes/341-grosvenor-ave-lexington-ky-40508,
tiny home on wheels,0,49,0,0,2900,50,0.31,1,70200000,informational,,https://www.rocketmortgage.com/learn/how-much-does-a-tiny-house-cost,,
tiny homes near me for sale,0,64,0,0,2900,72,0.88,1,80100000,transactional,,https://www.rocketmortgage.com/learn/how-much-does-a-tiny-house-cost,,
tiny house for sale nc,0,43,0,0,2900,53,0.83,1,21000000,transactional,,https://www.rocketmortgage.com/learn/how-much-does-a-tiny-house-cost,,
tiny house on wheels for sale,0,18,44,0,2900,68,0.46,0.93,17500000,transactional,,https://www.rocketmortgage.com/learn/how-much-does-a-tiny-house-cost,https://www.rockethomes.com/blog/home-buying/tiny-house,
tiny houses near me,0,66,0,0,2900,78,0.81,0.92,208000000,transactional,,https://www.rocketmortgage.com/learn/how-much-does-a-tiny-house-cost,,
to defer meaning,0,74,0,0,2900,48,0.00,0,243000000,commercial,,https://www.rocketmortgage.com/learn/forbearance-vs-deferment-mortgage,,
today interest rates mortgage,0,3,0,0,2900,100,2.25,0.35,91,informational,,https://www.rocketmortgage.com/mortgage-rates,,
today mortgage interest rates,0,3,0,0,2900,100,2.25,0.35,80,informational,,https://www.rocketmortgage.com/mortgage-rates,,
today mortgage rate,0,3,0,0,2900,100,2.28,0.36,72,"informational, transactional",,https://www.rocketmortgage.com/mortgage-rates,,
today va mortgage rates,0,7,0,0,2900,77,4.69,0.45,50300000,informational,,https://www.rocketmortgage.com/learn/va-mortgage-rates,,
today's mortgage interest rate,0,3,0,0,2900,100,2.25,0.35,80,informational,,https://www.rocketmortgage.com/mortgage-rates,,
today's prime rate,0,17,0,0,2900,75,1.59,0.07,177000000,informational,,https://www.rocketmortgage.com/mortgage-rates,,
todays prime rate,0,22,0,0,2900,82,1.59,0.07,6100000,informational,,https://www.rocketmortgage.com/learn/prime-rate,,
tontitown,0,0,78,0,2900,46,0.00,0,553000,"informational, navigational",,,https://www.rockethomes.com/ar/tontitown,
top mortgage lenders,0,62,0,0,2900,88,8.68,0.55,90600000,commercial,,https://www.rocketmortgage.com/,,
topsail beach north carolina,0,0,88,0,2900,50,0.82,0.03,2600000,informational,,,https://www.rockethomes.com/nc/north-topsail-beach,
topsfield ma,0,0,8,0,2900,56,0.37,0.01,3000000,"informational, navigational",,,https://www.rockethomes.com/ma/topsfield,
townhomes san antonio,0,0,62,0,2900,66,0.96,0.37,10700000,commercial,,,https://www.rockethomes.com/tx/san-antonio/townhouses,
townhouse definition,0,24,72,0,2900,64,0.20,0,4280000,informational,,https://www.rocketmortgage.com/learn/townhouse,https://www.rockethomes.com/blog/home-buying/condo-vs-townhouse,
townhouse rent,0,59,0,0,2900,65,0.61,0.32,77000000,"commercial, informational",,https://www.rocketmortgage.com/learn/townhouse,,
township of orion,0,0,44,0,2900,57,0.00,0,17100000,"informational, navigational",,,https://www.rockethomes.com/mi/orion-charter-township,
trailer mobile home,0,66,0,0,2900,79,0.75,0.94,520000000,informational,,https://www.rocketmortgage.com/learn/what-is-a-manufactured-home,,
treasury i bond,0,68,0,0,2900,100,1.00,0.08,75800000,"informational, transactional",,https://www.rocketmortgage.com/learn/10-year-treasury-and-mortgage-rates,,
triangle va,0,0,82,0,2900,33,0.34,0.01,290000000,informational,,,https://www.rockethomes.com/va/triangle,
trinity nc,0,0,98,96,2900,41,0.00,0,33700000,"informational, transactional",,,https://www.rockethomes.com/nc/trinity,https://www.forsalebyowner.com/search/list/trinity-north-carolina
trust you,0,65,0,0,2900,69,0.00,0,7530000000,navigational,,https://www.rocketmortgage.com/learn/putting-house-into-trust,,
tryst hou,0,31,0,0,2900,53,0.00,0,11900000,commercial,,https://www.rocketmortgage.com/learn/putting-house-into-trust,,
tsp loan calculator,0,43,0,0,2900,68,1.88,0.05,168000,informational,,https://www.rocketmortgage.com/learn/how-lenders-view-retirement-income,,
tucson arizona zip code,0,0,76,0,2900,49,0.00,0,0,informational,,,https://www.rockethomes.com/homes/712-s-erin-ave-tucson-az-85711,
tucson az homes for sale,0,0,11,17,2900,74,0.87,0.37,9080000,"informational, transactional",,,https://www.rockethomes.com/az/tucson,https://www.forsalebyowner.com/search/list/tucson-arizona
tucson high schools,0,0,89,0,2900,50,2.89,0.04,15700000,commercial,,,https://www.rockethomes.com/homes/8517-s-camino-bengala-tucson-az-85747,
tudor style home,0,0,33,0,2900,57,0.13,0.93,66200000,informational,,,https://www.rockethomes.com/blog/home-buying/tudor-house,
turnkey meaning,0,31,0,0,2900,64,0.00,0,25100000,commercial,,https://www.rocketmortgage.com/learn/turnkey-property,,
tuxedo park ny,0,0,64,0,2900,47,0.17,0.01,18800000,"informational, transactional",,,https://www.rockethomes.com/real-estate-trends/ny/tuxedo-park,
two story houses,0,91,0,0,2900,59,1.17,1,4070000000,"commercial, informational",,https://www.rocketmortgage.com/learn/types-of-houses,,
type of houses,0,2,0,0,2900,73,1.69,0,0,informational,,https://www.rocketmortgage.com/learn/types-of-houses,,
types of homes,0,2,0,0,2900,69,0.84,0.01,0,informational,,https://www.rocketmortgage.com/learn/types-of-houses,,
types of house plants,0,0,63,0,2900,65,0.76,1,1070000000,informational,,,https://www.rockethomes.com/blog/homeowner-tips/popular-indoor-house-plants,
types of houseplants,0,0,37,0,2900,66,0.76,1,23100000,informational,,,https://www.rockethomes.com/blog/homeowner-tips/popular-indoor-house-plants,
types of styles,0,12,0,0,2900,75,1.40,0.02,0,informational,,https://www.rocketmortgage.com/learn/types-of-houses,,
underwater.,0,91,0,0,2900,71,7.70,0.01,631000000,"informational, transactional",,https://www.rocketmortgage.com/learn/do-you-have-an-underwater-mortgage,,
underwriters,0,5,0,0,2900,85,0.57,0.01,244000000,informational,,https://www.rocketmortgage.com/learn/what-is-underwriting,,
union pines high school,0,0,87,0,2900,37,0.00,0,10800000,navigational,,,https://www.rockethomes.com/nc/union-pines-high-school/5-bedrooms,
university park country club,0,0,56,0,2900,59,1.01,0.01,395000000,navigational,,,https://www.rockethomes.com/fl/university-park-country-club,
university park il,0,0,60,0,2900,66,0.00,0,488000000,"informational, navigational",,,https://www.rockethomes.com/il/university-park,
unsecured debt,0,18,0,0,2900,73,4.78,0.21,84700000,informational,,https://www.rocketmortgage.com/learn/is-a-mortgage-secured-or-unsecured,,
upfront meaning,0,99,0,0,2900,46,0.00,0,219000000,commercial,,https://www.rocketmortgage.com/learn/what-is-a-mortgage,,
upper arlington ohio,0,0,74,0,2900,62,0.51,0.01,12900000,"informational, navigational",,,https://www.rockethomes.com/oh/upper-arlington,
upper st clair,0,0,22,0,2900,52,0.00,0.01,12500000,"informational, navigational",,,https://www.rockethomes.com/pa/upper-saint-clair-township,
us bank home mortgage phone number,0,81,0,0,2900,80,2.78,0.06,425000000,"informational, transactional",,https://www.rocketmortgage.com/,,
us bond rates,0,28,0,0,2900,98,1.06,0.21,0,informational,,https://www.rocketmortgage.com/learn/how-bonds-affect-mortgage-rates,,
us largest cities,0,81,0,0,2900,73,0.46,0,0,commercial,,https://www.rocketmortgage.com/learn/fastest-growing-cities-in-the-us,,
us most populated cities,0,68,0,0,2900,83,0.00,0,118000000,commercial,,https://www.rocketmortgage.com/learn/fastest-growing-cities-in-the-us,,
us treasury bonds rates,0,27,0,0,2900,100,1.33,0.25,0,informational,,https://www.rocketmortgage.com/learn/how-bonds-affect-mortgage-rates,,
usaa home loans,0,83,0,0,2900,82,9.09,0.39,1170000,"navigational, transactional",,https://www.rocketmortgage.com/learn/land-loans,,
usda income limits,0,35,0,0,2900,56,0.78,0.03,6000000,informational,,https://www.rocketmortgage.com/learn/usda-eligibility-map,,
usda map eligibility,0,6,54,0,2900,68,0.81,0.11,1740000,"informational, transactional",,https://www.rocketmortgage.com/learn/usda-eligibility-map,https://www.rockethomes.com/blog/home-buying/usda-eligible-homes-for-sale,
usda mortgage,0,7,0,0,2900,97,3.12,0.37,8950000,navigational,,https://www.rocketmortgage.com/learn/usda-loans,,
used mobile home prices,0,97,0,0,2900,66,0.53,0.24,1380000000,informational,,https://www.rocketmortgage.com/learn/mobile-home-loans,,
utah housing market,0,0,25,0,2900,43,0.94,0.09,128000000,informational,,,https://www.rockethomes.com/real-estate-trends/ut/davis-county,
utah realestate,0,0,85,74,2900,76,0.38,0.22,303000000,navigational,,,https://www.rockethomes.com/utah,https://www.forsalebyowner.com/search/list/utah
va 511,0,0,88,0,2900,67,0.00,0,94100000,navigational,,,https://www.rockethomes.com/homes/511-tolbelt-ct-stafford-va-22554,
va interest rates today,0,8,0,0,2900,76,4.23,0.5,291000000,informational,,https://www.rocketmortgage.com/learn/va-mortgage-rates,,
va loan eligibility,0,4,0,0,2900,85,8.64,0.41,19300000,informational,,https://www.rocketmortgage.com/learn/va-loans,,
va loan rate,0,8,0,0,2900,78,6.12,0.52,193000000,"informational, transactional",,https://www.rocketmortgage.com/learn/va-mortgage-rates,,
va loan rates today,0,7,0,0,2900,76,5.75,0.49,128000000,informational,,https://www.rocketmortgage.com/learn/va-mortgage-rates,,
vacancy definition,0,75,0,0,2900,50,0.00,0,59400000,commercial,,https://www.rocketmortgage.com/learn/vacancy-rate,,
valdese nc,0,0,81,0,2900,46,0.00,0,1810000,informational,,,https://www.rockethomes.com/nc/valdese,
value market,0,26,0,0,2900,66,0.00,0.01,5340000000,navigational,,https://www.rocketmortgage.com/learn/fair-market-value,,
vancouver zip code,0,0,82,0,2900,48,0.00,0,0,"informational, transactional",,,https://www.rockethomes.com/homes/4328-se-178th-pl-vancouver-wa-98683,
vandergrift pa,0,0,70,0,2900,48,0.00,0,1640000,"informational, transactional",,,https://www.rockethomes.com/pa/vandergrift-armstrong,
vermont land for sale,0,0,91,53,2900,58,0.13,0.33,30900000,"informational, transactional",,,https://www.rockethomes.com/homes/10-birge-st-brattleboro-vt-05301,https://www.forsalebyowner.com/search/list/vermont
veteran housing,0,8,0,0,2900,82,4.34,0.42,121000000,commercial,,https://www.rocketmortgage.com/learn/veteran-housing,,
victorian style homes,0,0,10,0,2900,58,1.31,0.96,713000000,informational,,,https://www.rockethomes.com/blog/home-buying/know-your-architecture-styles-what-are-victorian-homes,
victorian style houses,0,0,15,0,2900,60,0.55,0.88,1020000000,informational,,,https://www.rockethomes.com/blog/home-buying/know-your-architecture-styles-what-are-victorian-homes,
vinings ga,0,0,33,0,2900,53,0.56,0.01,3820000,informational,,,https://www.rockethomes.com/ga/vinings,
virgil middle school,0,0,80,0,2900,32,0.00,0,10400000,navigational,,,https://www.rockethomes.com/ca/virgil-middle-school/condos,
virginia beach county,0,0,79,0,2900,62,0.78,0,312000000,informational,,,https://www.rockethomes.com/va/virginia-beach,
virtual staging,0,0,54,0,2900,61,8.76,0.65,71400000,commercial,,,https://www.rockethomes.com/blog/home-selling/virtual-staging,
vrm homes for sale by state,0,13,0,0,2900,21,0.00,0.02,710000,transactional,,https://www.rocketmortgage.com/learn/what-is-reo,,
vt homes for sale,0,0,25,26,2900,63,0.26,0.22,98,"informational, transactional",,,https://www.rockethomes.com/vt/burlington,https://www.forsalebyowner.com/search/list/vermont
wadley farms,0,0,80,0,2900,29,1.71,0,2190000,"navigational, transactional",,,https://www.rockethomes.com/co/wadley-farms,
wailuku hawaii,0,0,83,0,2900,48,1.08,0.02,2740000,informational,,,https://www.rockethomes.com/hi/wailuku,
waldoboro maine,0,0,6,0,2900,45,0.39,0.02,1310000,"informational, transactional",,,https://www.rockethomes.com/me/waldoboro,
walk in closet dimensions,0,0,84,0,2900,51,2.42,0.16,12000000,informational,,,https://www.rockethomes.com/blog/homeowner-tips/walk-in-closet,
walker homes,0,0,10,0,2900,39,0.94,0.08,117000000,commercial,,,https://www.rockethomes.com/tn/walker-homes,
walland tn,0,0,14,0,2900,43,0.19,0.02,9930000,"informational, transactional",,,https://www.rockethomes.com/tn/walland,
walled lake central high school,0,0,75,0,2900,53,0.00,0,3880000,navigational,,,https://www.rockethomes.com/mi/walled-lake-central-high-school,
walled lake northern,0,0,51,0,2900,43,0.00,0,6940000,navigational,,,https://www.rockethomes.com/mi/walled-lake-northern-high-school,
walmart beach blvd,0,0,76,0,2900,41,0.20,0.21,6570000,transactional,,,https://www.rockethomes.com/homes/25122-perdido-beach-blvd-orange-beach-al-36561,
walton kentucky,0,0,87,0,2900,31,0.40,0.01,11300000,informational,,,https://www.rockethomes.com/ky/walton,
ware ma,0,0,49,0,2900,49,1.83,0,125000000,"informational, navigational",,,https://www.rockethomes.com/ma/ware,
waretown nj,0,0,8,0,2900,50,0.27,0.02,1890000,"informational, transactional",,,https://www.rockethomes.com/nj/waretown,
warner springs,0,0,30,0,2900,28,0.99,0.01,26200000,"informational, transactional",,,https://www.rockethomes.com/ca/warner-springs,
warranty home,0,13,0,0,2900,89,27.04,0.6,846000000,commercial,,https://www.rocketmortgage.com/learn/home-warranty-cost,,
washington avenue coalition memorial park,0,0,44,0,2900,20,0.00,0,1660000,informational,,,https://www.rockethomes.com/tx/washington-avenue-coalition-memorial-park,
washington county in arkansas,0,0,91,0,2900,55,0.00,0,443000000,"informational, navigational",,,https://www.rockethomes.com/ar/washington-county,
washington county utah,0,0,84,0,2900,78,2.02,0.01,369000000,"informational, navigational",,,https://www.rockethomes.com/real-estate-trends/ut/washington-county,
washington homes for sale,0,0,8,26,2900,68,0.60,0.28,0,transactional,,,https://www.rockethomes.com/washington,https://www.forsalebyowner.com/search/list/washington
washington state tax rate,0,91,0,0,2900,74,0.88,0,244000000,informational,,https://www.rocketmortgage.com/learn/property-taxes-by-state,,
washington township michigan,0,0,39,0,2900,49,0.00,0,31000000,"informational, navigational",,,https://www.rockethomes.com/real-estate-trends/mi/washington-township,
washougal high school,0,0,84,0,2900,42,0.00,0,1600000,"informational, transactional",,,https://www.rockethomes.com/wa/washougal-high-school?page=5,
watauga high school,0,0,77,0,2900,37,0.00,0,3440000,"informational, transactional",,,https://www.rockethomes.com/nc/watauga-high-school,
waterville ohio,0,0,74,0,2900,46,0.41,0.01,3460000,"informational, navigational",,,https://www.rockethomes.com/oh/waterville,
watervliet mi,0,0,72,0,2900,41,0.50,0.01,2250000,"informational, transactional",,,https://www.rockethomes.com/mi/watervliet,
watkins memorial high school,0,0,85,0,2900,40,0.00,0,4370000,"informational, transactional",,,https://www.rockethomes.com/oh/watkins-memorial-high-school,
waverly ny,0,0,92,0,2900,47,0.00,0,14600000,informational,,,https://www.rockethomes.com/ny/waverly,
weddington,0,0,94,0,2900,49,1.68,0,3940000,"informational, transactional",,,https://www.rockethomes.com/nc/weddington,
weddington nc,0,0,14,76,2900,48,0.95,0.02,2500000,informational,,,https://www.rockethomes.com/nc/weddington,https://www.forsalebyowner.com/search/list/weddington-north-carolina
wedowee al,0,0,62,0,2900,33,0.21,0.02,1640000,informational,,,https://www.rockethomes.com/al/wedowee,
well house,0,95,0,0,2900,52,0.77,1,7300000000,commercial,,https://www.rocketmortgage.com/learn/house-with-well-water,,
wescott homes massachusetts,0,0,23,0,2900,24,0.00,0,87,commercial,,,https://www.rockethomes.com/homes/7-wescott-dr-hopkinton-ma-01748,
wesley chapel hyundai,0,0,61,0,2900,36,2.89,0.17,80,navigational,,,https://www.rockethomes.com/homes/3972-cheru-dr-decatur-ga-30034,
west chatham middle school,0,0,65,0,2900,45,0.00,0,8590000,navigational,,,https://www.rockethomes.com/ga/west-chatham-middle-school,
west chester township,0,0,72,0,2900,58,0.00,0,74700000,"informational, navigational",,,https://www.rockethomes.com/oh/west-chester-township,
west chester township ohio,0,0,39,0,2900,54,0.00,0,8010000,"informational, navigational",,,https://www.rockethomes.com/oh/west-chester-township,
west chester twp ohio,0,0,46,0,2900,58,0.00,0,8790000,"informational, navigational",,,https://www.rockethomes.com/oh/west-chester-township,
west goshen township,0,0,35,0,2900,44,0.00,0,3210000,"informational, navigational",,,https://www.rockethomes.com/pa/west-goshen-township,
west university place,0,0,85,0,2900,61,0.44,0,1620000000,"informational, navigational",,,https://www.rockethomes.com/tx/west-university-place,
westbay homes,0,0,88,0,2900,50,4.33,0.08,2530000,navigational,,,https://www.rockethomes.com/homes/4206-berryfield-dr-columbus-oh-43230,
westerville central high school,0,0,85,0,2900,41,0.00,0,3380000,"informational, navigational",,,https://www.rockethomes.com/oh/westerville-central-high-school,
westmoreland tn,0,0,61,0,2900,33,0.46,0.01,3100000,"informational, transactional",,,https://www.rockethomes.com/tn/westmoreland,
what are basis points,0,4,0,0,2900,63,0.10,0.02,2220000000,informational,,https://www.rocketmortgage.com/learn/basis-points,,
what does a broker do,0,7,0,0,2900,66,1.55,0.02,457000000,informational,,https://www.rocketmortgage.com/learn/real-estate-broker,,
what does a lawyer do,0,44,0,0,2900,63,3.97,0.06,0,informational,,https://www.rocketmortgage.com/learn/real-estate-attorney,,
what does an underwriter do,0,1,0,0,2900,79,2.17,0.07,13000000,informational,,https://www.rocketmortgage.com/learn/what-is-underwriting,,
what does home insurance cover,0,21,0,0,2900,79,3.72,0.24,1330000000,"commercial, informational",,https://www.rocketmortgage.com/learn/homeowners-insurance,,
what does in escrow mean,0,1,22,0,2900,70,0.30,0,23400000,informational,,https://www.rocketmortgage.com/learn/what-is-escrow,https://www.rockethomes.com/blog/home-buying/escrow,
what does landlocked mean,0,2,0,0,2900,59,0.00,0,4260000,informational,,https://www.rocketmortgage.com/learn/landlocked-property,,
what does llc mean in business,0,81,0,0,2900,69,1.22,0.14,790000000,informational,,https://www.rocketmortgage.com/learn/buying-a-house-with-an-llc,,
what does pended mean,0,80,0,0,2900,33,0.00,0,2740000,informational,,https://www.rocketmortgage.com/learn/contingent-vs-pending,,
what does vacant mean,0,41,0,0,2900,51,0.00,0,91500000,informational,,https://www.rocketmortgage.com/learn/vacant-home-insurance,,
what does your credit score start at,0,0,94,0,2900,56,2.89,0.08,1040000000,informational,,,https://www.rockethomes.com/credit-guide/credit-score-factors-length-of-credit-history,
what is 1031 exchange,0,2,0,0,2900,67,0.79,0.31,22300000,informational,,https://www.rocketmortgage.com/learn/1031-exchange,,
what is a balloon payment,0,63,0,0,2900,65,0.04,0.01,55100000,informational,,https://www.rocketmortgage.com/learn/30-year-fixed-mortgage-rate,,
what is a barndominium,0,0,17,0,2900,46,0.44,0.03,2760000,informational,,,https://www.rockethomes.com/blog/home-buying/what-is-a-barndominium,
what is a capital,0,36,0,0,2900,68,0.22,0,3520000000,informational,,https://www.rocketmortgage.com/learn/capital-improvement,,
what is a cosigner,0,20,0,0,2900,73,1.96,0.01,1990000,informational,,https://www.rocketmortgage.com/learn/cosign-mortgage-loan,,
what is a credit,0,46,0,0,2900,80,1.75,0.03,6410000000,informational,,https://www.rocketmortgage.com/learn/what-is-a-credit-score,,
what is a good cap rate,0,19,0,0,2900,58,0.66,0.07,1090000000,informational,,https://www.rocketmortgage.com/learn/cap-rate,,
what is a good debt to income ratio,0,13,0,0,2900,76,1.13,0.1,128000000,informational,,https://www.rocketmortgage.com/learn/debt-to-income-ratio,,
what is a gourd,0,0,62,0,2900,48,0.00,0,52600000,informational,,,https://www.rockethomes.com/blog/homeowner-tips/fall-gourds-and-squashes-what-they-are-and-how-to-use-them,
what is a life estate,0,2,0,0,2900,63,0.37,0.02,1660000000,informational,,https://www.rocketmortgage.com/learn/life-estate,,
what is a market,0,62,0,0,2900,84,0.00,0,9310000000,informational,,https://www.rocketmortgage.com/learn/buyers-market-vs-sellers-market,,
what is a mortgage broker,0,19,0,0,2900,69,3.42,0.14,105000000,informational,,https://www.rocketmortgage.com/mortgage-brokers,,
what is a pud,0,2,44,0,2900,59,0.00,0,12700000,informational,,https://www.rocketmortgage.com/learn/what-is-a-pud,https://www.rockethomes.com/blog/home-buying/planned-unit-development,
what is a rate,0,26,0,0,2900,62,1.58,0,8570000000,informational,,https://www.rocketmortgage.com/learn/rate-and-term-refinance,,
what is a reversible mortgage,0,22,0,0,2900,85,2.83,0.39,24000000,informational,,https://www.rocketmortgage.com/learn/reverse-mortgage,,
what is a spec house,0,1,0,0,2900,48,0.07,0.01,320000000,informational,,https://www.rocketmortgage.com/learn/spec-house,,
what is a time share,0,11,0,0,2900,73,2.21,0.08,20600000000,informational,,https://www.rocketmortgage.com/learn/timeshare,,
what is an agi,0,26,0,0,2900,83,0.11,0.02,29400000,informational,,https://www.rocketmortgage.com/learn/adjusted-gross-income,,
what is an average,0,82,0,0,2900,64,0.00,0,5240000000,informational,,https://www.rocketmortgage.com/learn/average-square-footage-of-a-house,,
what is an unsecured loan,0,34,0,0,2900,76,2.53,0.3,32900000,informational,,https://www.rocketmortgage.com/learn/is-a-mortgage-secured-or-unsecured,,
what is brokerage,0,13,0,0,2900,85,2.15,0.01,841000000,informational,,https://www.rocketmortgage.com/learn/real-estate-broker,,
what is capital gains tax rate,0,16,0,0,2900,93,0.73,0.06,149000000,informational,,https://www.rocketmortgage.com/learn/capital-gains-home-sale,,
what is cash out refinance,0,3,0,0,2900,78,7.49,0.53,80800000,informational,,https://www.rocketmortgage.com/learn/cash-out-refinance,,
what is cottagecore,0,0,46,0,2900,72,0.74,0.01,8570000,informational,,,https://www.rockethomes.com/blog/homeowner-tips/cottagecore,
what is counter,0,90,0,0,2900,63,0.00,0,3930000000,informational,,https://www.rocketmortgage.com/learn/real-estate-counter-offer,,
what is current mortgage rates,0,3,0,0,2900,100,2.26,0.42,88,informational,,https://www.rocketmortgage.com/mortgage-rates,,
what is escrow balance,0,3,0,0,2900,70,0.41,0,7680000,informational,,https://www.rocketmortgage.com/learn/what-is-escrow,,
what is escrow on a mortgage,0,2,0,0,2900,78,3.17,0.04,14000000,informational,,https://www.rocketmortgage.com/learn/what-is-escrow,,
