Keyword,homelight.com,themortgagereports.com,quickenloans.com,bhhs.com,upnest.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),themortgagereports.com (pages),quickenloans.com (pages),bhhs.com (pages),upnest.com (pages)
simple .com,90,0,0,0,0,880,85,2.16,0.07,1710000000,informational,https://www.homelight.com/simple,,,,
simple houses,70,0,0,0,0,880,64,2.13,1,6900000000,informational,https://www.homelight.com/simple,,,,
single wide mobile home exterior paint colors,20,0,0,0,0,880,25,1.54,1,6310000,informational,https://www.homelight.com/blog/how-to-give-mobile-homes-curb-appeal/,,,,
skokie homes for sale,43,0,0,0,0,880,47,0.25,0.3,4470000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/skokie-il,,,,
skylight ceiling,69,0,0,0,0,880,53,2.92,1,21100000,"informational, transactional",https://www.homelight.com/blog/do-skylights-increase-home-value/,,,,
skylight house,44,0,0,0,0,880,31,2.56,1,26900000,informational,https://www.homelight.com/blog/do-skylights-increase-home-value/,,,,
skylights for homes,28,0,0,0,0,880,60,2.27,0.88,11600000,informational,https://www.homelight.com/blog/do-skylights-increase-home-value/,,,,
skylights for roof,76,0,0,0,0,880,57,3.41,1,18300000,"commercial, informational",https://www.homelight.com/blog/do-skylights-increase-home-value/,,,,
slab vs crawlspace,56,0,0,0,0,880,43,5.70,0.03,3260000,commercial,https://www.homelight.com/blog/buyer-what-is-a-crawl-space/,,,,
small inground pools cost,71,0,0,0,0,880,57,0.73,1,3970000,informational,https://www.homelight.com/blog/how-much-does-it-cost-to-install-a-pool/,,,,
small living room ideas 2021,30,0,0,0,0,880,67,0.98,1,562000000,informational,https://www.homelight.com/blog/small-living-room-ideas/,,,,
sonoma county real estate,20,0,0,0,0,880,55,0.71,0.28,9870000,informational,https://www.homelight.com/sonoma-county-ca/top-real-estate-agents,,,,
southport realty,59,0,0,0,0,880,24,0.60,0.15,2450000,navigational,https://www.homelight.com/southport-nc/top-real-estate-agents,,,,
split level house inside,41,0,0,0,0,880,42,0.00,0.01,156000000,informational,https://www.homelight.com/blog/buyer-split-level-layout/,,,,
square footage formula,76,0,0,0,0,880,74,0.37,0.01,7340000,informational,https://www.homelight.com/blog/buyer-how-to-calculate-price-per-square-foot/,,,,
square footage of average bedroom,88,0,0,0,0,880,59,0.00,0,14800000,informational,https://www.homelight.com/blog/how-much-value-does-a-bedroom-add/,,,,
st petersburg fl house for sale,39,0,0,0,0,880,65,0.42,0.43,10400000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/st-petersburg-fl,,,,
st petersburg fl real estate,20,0,0,0,0,880,64,0.69,0.39,9760000,informational,https://www.homelight.com/st-petersburg-fl/top-real-estate-agents,,,,
stacked subway tile,36,0,0,0,0,880,34,2.49,1,3150000,"commercial, informational",https://www.homelight.com/blog/are-subway-tiles-out-of-style/,,,,
stafford courthouse,45,0,0,0,0,880,31,0.00,0,3280000,informational,https://www.homelight.com/best-time-to-sell-house/stafford-courthouse-va,,,,
staging define,59,0,0,0,0,880,56,0.00,0,118000000,commercial,https://www.homelight.com/blog/home-staging-tips-first-timers/,,,,
staie,75,0,0,0,0,880,16,0.60,0.05,752000,commercial,https://www.homelight.com/agents/vickie-staie-ny-10491201167,,,,
stainless steel kitchen appliances,77,0,0,0,0,880,73,0.96,1,73700000,commercial,https://www.homelight.com/blog/do-stainless-steel-appliances-increase-home-value/,,,,
stairs remodel,51,0,0,0,0,880,47,2.16,1,17900000,informational,https://www.homelight.com/blog/how-to-remodel-stairs-from-carpet-to-wood/,,,,
status for sale,19,0,0,0,0,880,14,0.61,1,2070000000,"informational, transactional",https://www.homelight.com/blog/buyer-what-does-under-contract-mean-in-a-listing-status/,,,,
steuben county real property,60,0,0,0,0,880,56,0.33,0.01,1910000,"informational, transactional",https://www.homelight.com/steuben-county-ny/top-real-estate-agents,,,,
straley realty,58,0,0,0,0,880,39,0.37,0.02,73,navigational,https://www.homelight.com/agents/michael-straley-md-132783,,,,
strip paint wood,22,0,0,0,0,880,51,0.33,1,39200000,informational,https://www.homelight.com/blog/how-to-remove-paint-from-wood-trim/,,,,
sulek and dutton,26,0,0,0,0,880,28,1.17,0.01,53,navigational,https://www.homelight.com/agents/karri-porter-oh-2017000863,,,,
sullivan county pa real estate,18,0,0,0,0,880,52,0.11,0.11,5430000,commercial,https://www.homelight.com/sullivan-county-pa/top-real-estate-agents,,,,
summerlin sun-city,60,0,0,0,0,880,66,0.45,0.14,2470000,"informational, transactional",https://www.homelight.com/las-vegas-nv/sun-city-summerlin/top-real-estate-agents,,,,
sun bay south,81,0,0,0,0,880,36,0.37,0,486000000,informational,https://www.homelight.com/tampa-fl/sun-bay-south/top-real-estate-agents,,,,
sun city georgetown tx homes for sale,38,0,0,0,0,880,52,2.70,0.38,2630000,"informational, transactional",https://www.homelight.com/georgetown-tx/sun-city/top-real-estate-agents,,,,
sun city huntley,40,0,0,0,0,880,52,0.42,0.07,2540000,"informational, navigational",https://www.homelight.com/huntley-il/del-webb-s-sun-city/top-real-estate-agents,,,,
sun city lincoln hills homes for sale,39,0,0,0,0,880,47,0.76,0.3,6470000,"informational, transactional",https://www.homelight.com/lincoln-ca/sun-city-lincoln-hills/top-real-estate-agents,,,,
sun room windows,94,0,0,0,0,880,47,2.77,1,839000000,informational,https://www.homelight.com/blog/add-a-sunroom-to-your-home/,,,,
sunnyvale houses for sale,37,0,0,0,0,880,50,0.88,0.4,5030000,"informational, transactional",https://www.homelight.com/sunnyvale-ca/homes-for-sale,,,,
synonym restate,58,0,0,0,0,880,37,0.00,0,95,informational,https://www.homelight.com/blog/advertising-words-for-home-selling/,,,,
tacoma real estate,46,0,0,0,0,880,60,0.74,0.33,18600000,informational,https://www.homelight.com/tacoma-wa/top-real-estate-agents,,,,
take homes,71,0,0,0,0,880,29,0.00,0,1770000000,informational,https://www.homelight.com/blog/how-long-does-it-take-to-sell-a-house/,,,,
taking it to the house,22,0,0,0,0,880,23,0.00,0,10990000000,informational,https://www.homelight.com/blog/can-you-take-your-house-off-the-market/,,,,
tami dunn,19,0,0,0,0,880,24,0.00,0,89,informational,https://www.homelight.com/agents/tami-dunn-wa-50339,,,,
tankless water heater vs traditional,78,0,0,0,0,880,67,1.42,0.7,1850000,"commercial, informational",https://www.homelight.com/blog/tankless-water-heater-pros-and-cons/,,,,
tanya ramirez,42,0,0,0,0,880,24,1.00,0.01,8540000,informational,https://www.homelight.com/agents/tanya-ramirez-az-br525440000,,,,
tein hlwa interview,11,0,0,0,0,880,20,0.00,0,49,"commercial, informational",https://www.homelight.com/yorktown-va/top-real-estate-agents,,,,
temple city house for sale,25,0,0,0,0,880,48,0.16,0.26,69600000,"informational, transactional",https://www.homelight.com/temple-city-ca/top-real-estate-agents,,,,
termite home,73,0,0,0,0,880,60,8.08,0.2,22100000,informational,https://www.homelight.com/blog/selling-a-house-with-termite-damage/,,,,
terri hoffman,54,0,0,0,0,880,29,0.00,0,3510000,"informational, transactional",https://www.homelight.com/agents/terri-hoffman-az-th365,,,,
texarkana homes for sale,56,0,0,0,0,880,51,0.46,0.37,2180000,"informational, transactional",https://www.homelight.com/texarkana-tx/top-real-estate-agents,,,,
the furniture house,52,0,0,0,0,880,50,1.62,0.7,1540000000,navigational,https://www.homelight.com/blog/how-to-price-furniture-when-selling-a-house/,,,,
this house is clear,32,0,0,0,0,880,13,0.00,0,3690000000,"informational, transactional",https://www.homelight.com/blog/house-cleaning-checklist/,,,,
this isnt a beach its a bathtub,49,0,0,0,0,880,29,0.00,0.02,30500000,informational,https://www.homelight.com/blog/selling-a-house-without-a-bathtub/,,,,
this isnt a beach this is a bathtub,54,0,0,0,0,880,28,0.00,0,77200000,informational,https://www.homelight.com/blog/selling-a-house-without-a-bathtub/,,,,
three points az,70,0,0,0,0,880,32,0.29,0.01,655000000,informational,https://www.homelight.com/three-points-az/top-real-estate-agents,,,,
tiffany's frankenmuth,71,0,0,0,0,880,43,0.00,0,84,"navigational, transactional",https://www.homelight.com/agents/tiffany-rausch-mi-6501385345,,,,
time casper wy,45,0,0,0,0,880,23,0.00,0,8500000,informational,https://www.homelight.com/best-time-to-sell-house/casper-wy,,,,
time in gainesville fl,62,0,0,0,0,880,24,0.00,0,64600000,informational,https://www.homelight.com/best-time-to-sell-house/gainesville-fl,,,,
time in naples,78,0,0,0,0,880,36,0.00,0,0,informational,https://www.homelight.com/best-time-to-sell-house/naples-fl,,,,
time in peoria arizona,61,0,0,0,0,880,25,0.00,0,15900000,informational,https://www.homelight.com/best-time-to-sell-house/peoria-az,,,,
time in peoria az,64,0,0,0,0,880,27,0.00,0,16700000,informational,https://www.homelight.com/best-time-to-sell-house/peoria-az,,,,
time.in miami,43,0,0,0,0,880,48,1.65,0,1370000000,informational,https://www.homelight.com/best-time-to-sell-house/miami-fl,,,,
tiny houses to build,45,0,0,0,0,880,62,0.58,1,59900000,informational,https://www.homelight.com/blog/buyer-how-to-build-a-tiny-house/,,,,
tioga county pa real estate,35,0,0,0,0,880,47,0.15,0.1,708000,"commercial, informational",https://www.homelight.com/tioga-county-pa/top-real-estate-agents,,,,
tips for selling your home,9,0,0,0,0,880,76,7.15,0.4,965000000,informational,https://www.homelight.com/blog/tips-for-selling-your-home/,,,,
tlc acronym,36,0,0,0,0,880,50,0.00,0,253000,informational,https://www.homelight.com/blog/buyer-what-does-tlc-mean-for-homebuyers/,,,,
tlc properties,88,0,0,0,0,880,52,1.25,0.01,18000000,navigational,https://www.homelight.com/blog/buyer-what-does-tlc-mean-for-homebuyers/,,,,
to clean house,75,0,0,0,0,880,75,1.18,0.91,2160000000,informational,https://www.homelight.com/blog/house-cleaning-checklist/,,,,
to the windows to the wall,51,0,0,0,0,880,27,5.28,0,783000000,"informational, transactional",https://www.homelight.com/blog/cost-to-add-a-window/,,,,
toilet room,29,0,0,0,0,880,49,1.65,1,1890000000,informational,https://www.homelight.com/blog/buyer-what-is-a-water-closet/,,,,
top 100 real estate websites,16,0,0,0,0,880,72,4.26,0.49,95600000,commercial,https://www.homelight.com/blog/best-real-estate-websites/,,,,
top of lenoir,81,0,0,0,0,880,28,0.00,0,12100000,"informational, transactional",https://www.homelight.com/lenoir-nc/top-real-estate-agents,,,,
townhomes colorado springs,52,0,0,0,0,880,67,0.83,0.34,8460000,commercial,https://www.homelight.com/colorado-springs-co/homes-for-sale/townhomes,,,,
townhomes for sale san antonio,21,0,0,0,0,880,48,0.93,0.5,93,"informational, transactional",https://www.homelight.com/san-antonio-tx/homes-for-sale/townhomes,,,,
townhomes in austin tx,78,0,0,0,0,880,61,1.17,0.45,11400000,informational,https://www.homelight.com/austin-tx/homes-for-sale/townhomes,,,,
townhouse backyard ideas,19,0,0,0,0,880,40,1.52,1,14100000,informational,https://www.homelight.com/blog/townhouse-curb-appeal-ideas/,,,,
tracy fraim,45,0,0,0,0,880,28,0.00,0,45200,informational,https://www.homelight.com/agents/tracy-fraim-ny-30fr0925020,,,,
trinidad colorado real estate,16,0,0,0,0,880,50,0.23,0.35,8780000,informational,https://www.homelight.com/trinidad-co/top-real-estate-agents,,,,
trukia,29,0,0,0,0,880,91,1.10,0.02,80,navigational,https://www.homelight.com/blog/zillow-similar-companies/,,,,
trulia home values,21,0,0,0,0,880,83,1.72,0.58,64,"navigational, transactional",https://www.homelight.com/blog/property-value-lookup/,,,,
tub to shower remodel,74,0,0,0,0,880,56,8.27,1,18600000,"informational, transactional",https://www.homelight.com/blog/how-much-does-a-shower-remodel-cost/,,,,
tulsa ok real estate,16,0,0,0,0,880,68,0.64,0.29,82,informational,https://www.homelight.com/tulsa-ok/top-real-estate-agents,,,,
tuscan kitchen decor,38,0,0,0,0,880,41,0.50,1,86,"informational, transactional",https://www.homelight.com/blog/update-tuscan-home/,,,,
tuscon az time,77,0,0,0,0,880,44,0.00,0,173000000,informational,https://www.homelight.com/best-time-to-sell-house/tucson-az,,,,
two sink vanity,62,0,0,0,0,880,66,1.16,1,99,informational,https://www.homelight.com/blog/add-double-sink-vanity/,,,,
two story home,72,0,0,0,0,880,56,0.90,1,5930000000,informational,https://www.homelight.com/blog/cost-to-add-a-second-story/,,,,
tyler tx real estate,19,0,0,0,0,880,61,0.77,0.32,11800000,informational,https://www.homelight.com/tyler-tx/top-real-estate-agents,,,,
types of countertop stones,79,0,0,0,0,880,47,1.24,1,21700000,"commercial, informational",https://www.homelight.com/blog/countertop-materials/,,,,
update kitchen cabinets,45,0,0,0,0,880,60,2.42,1,46000000,informational,https://www.homelight.com/blog/kitchen-update-ideas/,,,,
updating 70s ranch exterior,60,0,0,0,0,880,37,0.00,0.03,64500,informational,https://www.homelight.com/blog/ranch-house-curb-appeal/,,,,
upper arlington homes for sale,45,0,0,0,0,880,50,0.37,0.18,10700000,"informational, transactional",https://www.homelight.com/upper-arlington-oh/top-real-estate-agents,,,,
valance for windows,35,0,0,0,0,880,71,0.97,1,664000000,"informational, transactional",https://www.homelight.com/blog/are-valences-out-of-style/,,,,
valance window,51,0,0,0,0,880,72,0.97,1,25900000,"informational, transactional",https://www.homelight.com/blog/are-valences-out-of-style/,,,,
value of homes near me,16,0,0,0,0,880,83,1.73,0.59,4880000000,"informational, transactional",https://www.homelight.com/home-value-estimator,,,,
vermont realtor,91,0,0,0,0,880,67,1.11,0.23,21300000,navigational,https://www.homelight.com/states/vt,,,,
vertical subway tile shower,64,0,0,0,0,880,34,2.22,1,10200000,informational,https://www.homelight.com/blog/are-subway-tiles-out-of-style/,,,,
vicki ann weaver,35,0,0,0,0,880,23,0.00,0,5150000,informational,https://www.homelight.com/agents/vicki-ann-brunton-nc-0272477,,,,
victoria landing,86,0,0,0,0,880,30,0.91,0.03,52100000,transactional,https://www.homelight.com/woodstock-ga/victoria-landing-estates/top-real-estate-agents,,,,
victorville houses for sale,37,0,0,0,0,880,66,0.39,0.44,80,"informational, transactional",https://www.homelight.com/victorville-ca/homes-for-sale,,,,
village of clarkston mi,62,0,0,0,0,880,49,0.00,0,5130000,"informational, navigational",https://www.homelight.com/village-of-clarkston-mi/top-real-estate-agents,,,,
village of clarkston michigan,62,0,0,0,0,880,49,0.00,0,3960000,"informational, navigational",https://www.homelight.com/village-of-clarkston-mi/top-real-estate-agents,,,,
vista real estate,81,0,0,0,0,880,57,0.73,0.21,155000000,commercial,https://www.homelight.com/vista-ca/top-real-estate-agents,,,,
walk in pantry shelving,62,0,0,0,0,880,54,2.06,1,7230000,informational,https://www.homelight.com/blog/add-a-pantry/,,,,
wall beige color,83,0,0,0,0,880,47,0.00,1,117000000,"commercial, informational",https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,,,,
warm blue paint colors,98,0,0,0,0,880,55,0.52,1,64200000,"commercial, informational",https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,,,,
washing house,53,0,0,0,0,880,69,4.61,0.14,486000000,"commercial, informational",https://www.homelight.com/blog/how-to-clean-the-outside-of-your-house/,,,,
watertown sd real estate,20,0,0,0,0,880,54,0.27,0.12,3060000,commercial,https://www.homelight.com/watertown-sd/top-real-estate-agents,,,,
we buy houses wauwatosa,47,0,0,0,0,880,1,19.27,0.04,530000,transactional,https://www.homelight.com/blog/selling-a-house-as-is-in-wisconsin/,,,,
weiser's market,69,0,0,0,0,880,40,0.00,0.01,93,navigational,https://www.homelight.com/weiser-id/housing-market,,,,
wendy renee young,45,0,0,0,0,880,18,0.00,0,8360000,"commercial, informational",https://www.homelight.com/agents/renee-young-tx-0596015,,,,
wendy richards,7,0,0,0,0,880,28,0.00,0,12100000,"informational, transactional",https://www.homelight.com/agents/wendy-richards-nc-0266513,,,,
west shore realty,80,0,0,0,0,880,36,1.07,0.04,12600000,commercial,https://www.homelight.com/agents/john-jaser-ct-reb0338060,,,,
westshore bath prices,27,0,0,0,0,880,52,4.89,0.6,359000,transactional,https://www.homelight.com/blog/how-much-does-a-shower-remodel-cost/,,,,
westshorebath com,28,0,0,0,0,880,52,6.11,0.58,55,transactional,https://www.homelight.com/blog/how-much-does-a-shower-remodel-cost/,,,,
westshorebath.com,34,0,0,0,0,880,54,6.11,0.58,56,"informational, transactional",https://www.homelight.com/blog/how-much-does-a-shower-remodel-cost/,,,,
what are back taxes,30,0,0,0,0,880,44,3.34,0.08,1100000000,informational,https://www.homelight.com/blog/can-you-sell-a-house-with-back-taxes-owed/,,,,
what colors look good with grey,95,0,0,0,0,880,74,0.49,0.05,527000000,informational,https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
what colors make beige,78,0,0,0,0,880,40,0.00,0,0,informational,https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,,,,
what do i need to do my taxes,72,0,0,0,0,880,72,3.04,0.06,1520000000,informational,https://www.homelight.com/blog/buyer-what-documents-do-i-need-for-taxes-if-i-bought-a-house/,,,,
what documents do i need for taxes,42,0,0,0,0,880,70,2.57,0.02,491000000,informational,https://www.homelight.com/blog/what-is-needed-for-taxes-when-selling-a-home/,,,,
what does a septic tank look like,60,0,0,0,0,880,35,1.94,0.08,11600000,informational,https://www.homelight.com/blog/septic-inspection/,,,,
what does withdrawn mean,8,0,0,0,0,880,47,0.00,0,156000000,commercial,https://www.homelight.com/blog/buyer-what-does-withdrawn-mean-on-an-mls-listing/,,,,
what is a flex room,3,0,0,0,0,880,32,0.00,0,230000000,informational,https://www.homelight.com/blog/buyer-what-is-a-flex-room/,,,,
what is a mother in law,15,0,0,0,0,880,42,0.00,0,1360000000,informational,https://www.homelight.com/blog/buyer-what-is-a-mother-in-law-suite/,,,,
what is lis pendes,29,0,0,0,0,880,49,0.08,0,1260000,informational,https://www.homelight.com/blog/can-you-sell-a-house-with-a-lis-pendens/,,,,
what is loft,25,0,0,0,0,880,52,0.00,0,213000000,informational,https://www.homelight.com/blog/buyer-what-is-a-loft-apartment/,,,,
what is my take home pay,97,0,0,0,0,880,83,1.21,0.01,8750000000,informational,https://www.homelight.com/blog/buyer-i-make-70000-a-year-how-much-house-can-i-afford/,,,,
what is needed,61,0,0,0,0,880,81,0.00,0,21630000000,informational,https://www.homelight.com/blog/documents-needed-to-sell-house/,,,,
what is penthouse,17,0,0,0,0,880,55,2.38,0,90400000,informational,https://www.homelight.com/blog/buyer-what-is-a-penthouse/,,,,
what is subway tile,13,0,0,0,0,880,57,0.64,1,34800000,informational,https://www.homelight.com/blog/are-subway-tiles-out-of-style/,,,,
what is terrazzo,13,0,0,0,0,880,41,2.01,0.07,11800000,informational,https://www.homelight.com/blog/what-is-terrazzo/,,,,
what time is it in bend oregon,74,0,0,0,0,880,26,0.00,0,90900000,informational,https://www.homelight.com/best-time-to-sell-house/bend-or,,,,
what time is it in gainesville,71,0,0,0,0,880,30,0.00,0,99100000,informational,https://www.homelight.com/best-time-to-sell-house/gainesville-fl,,,,
what time is it in henderson nv,84,0,0,0,0,880,30,0.00,0,0,informational,https://www.homelight.com/best-time-to-sell-house/henderson-nv,,,,
what time is it in killeen texas,80,0,0,0,0,880,31,0.00,0,18700000,informational,https://www.homelight.com/best-time-to-sell-house/killeen-tx,,,,
what time is it in naples florida,34,0,0,0,0,880,32,0.00,0,83000000,commercial,https://www.homelight.com/best-time-to-sell-house/naples-fl,,,,
what time is it in prescott arizona,72,0,0,0,0,880,29,0.00,0,30700000,informational,https://www.homelight.com/best-time-to-sell-house/prescott-az,,,,
what time is it right now in miami florida,88,0,0,0,0,880,46,0.00,0,348000000,informational,https://www.homelight.com/best-time-to-sell-house/miami-fl,,,,
what time is it right now in tucson az,67,0,0,0,0,880,43,0.00,0,98300000,informational,https://www.homelight.com/best-time-to-sell-house/tucson-az,,,,
what's the catch,43,0,0,0,0,880,35,0.00,0,3850000000,informational,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,,,,
whats tlc,22,0,0,0,0,880,51,0.00,0,15800000,informational,https://www.homelight.com/blog/buyer-what-does-tlc-mean-for-homebuyers/,,,,
where do they sell,56,0,0,0,0,880,90,0.00,0,6850000000,commercial,https://www.homelight.com/blog/guide-how-to-sell-a-house/,,,,
where the days take you,67,0,0,0,0,880,68,0.00,0,11010000000,"informational, transactional",https://www.homelight.com/blog/how-long-does-closing-take/,,,,
where to buy shiplap,55,0,0,0,0,880,50,0.94,1,8200000,transactional,https://www.homelight.com/blog/shiplap/,,,,
where to move,19,0,0,0,0,880,48,1.34,0.11,0,"commercial, informational",https://www.homelight.com/blog/where-should-i-move-to-start-over/,,,,
where to watch home improvement,91,0,0,0,0,880,55,4.05,0.08,666000000,informational,https://www.homelight.com/blog/best-home-improvement-shows/,,,,
white ceiling fans with lights,65,0,0,0,0,880,44,0.90,1,117000000,"informational, transactional",https://www.homelight.com/blog/are-ceiling-fans-out-of-style/,,,,
white wainscoting,48,0,0,0,0,880,44,0.38,1,16500000,"informational, transactional",https://www.homelight.com/blog/what-is-wainscoting/,,,,
who can put a lien on your house,70,0,0,0,0,880,61,2.00,0.12,194000000,informational,https://www.homelight.com/blog/selling-a-house-with-a-lien/,,,,
whole house air conditioner,65,0,0,0,0,880,77,2.92,1,48400000,commercial,https://www.homelight.com/blog/how-much-value-does-central-air-add-to-home/,,,,
whole house renovation cost calculator,52,0,0,0,0,880,67,2.01,0.4,2420000,informational,https://www.homelight.com/blog/cost-of-gutting-a-home-and-remodeling/,,,,
why cant superman see through lead,43,0,0,0,0,880,27,0.00,0,13600000,informational,https://www.homelight.com/blog/can-you-sell-a-house-with-lead-paint/,,,,
window fixing,73,0,0,0,0,880,80,4.41,0.91,213000000,commercial,https://www.homelight.com/blog/window-repair-contractors/,,,,
window toppers,38,0,0,0,0,880,57,0.73,1,49000000,commercial,https://www.homelight.com/blog/are-valences-out-of-style/,,,,
withdrawing meaning,79,0,0,0,0,880,50,0.00,0,1450000000,informational,https://www.homelight.com/blog/buyer-what-does-withdrawn-mean-on-an-mls-listing/,,,,
wood fence labor cost calculator,83,0,0,0,0,880,59,1.28,0.34,2080000,informational,https://www.homelight.com/blog/cost-to-stain-a-deck/,,,,
wood floor living room,88,0,0,0,0,880,47,2.51,1,408000000,"informational, transactional",https://www.homelight.com/blog/flooring-trends-2021/,,,,
wood house termites,77,0,0,0,0,880,51,8.82,0.08,5330000,informational,https://www.homelight.com/blog/selling-a-house-with-termite-damage/,,,,
wood stove removal,28,0,0,0,0,880,34,1.99,0.18,15900000,informational,https://www.homelight.com/blog/fireplace-removal/,,,,
wooden fence cost,93,0,0,0,0,880,74,1.90,1,0,informational,https://www.homelight.com/blog/how-much-does-it-cost-to-build-a-fence/,,,,
woodfield country club homes for sale,36,0,0,0,0,880,36,0.58,0.4,960000,"informational, transactional",https://www.homelight.com/boca-raton-fl/woodfield-country-club/top-real-estate-agents,,,,
woodland texas homes for sale,64,0,0,0,0,880,60,0.89,0.4,9430000,"informational, transactional",https://www.homelight.com/the-woodlands-tx/top-real-estate-agents,,,,
words for home,38,0,0,0,0,880,66,0.00,0.1,7300000000,"informational, transactional",https://www.homelight.com/blog/advertising-words-for-home-selling/,,,,
worldly gray vs agreeable gray,56,0,0,0,0,880,46,0.00,0,82,informational,https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
years of light shift all things even stone,72,0,0,0,0,880,41,0.00,0,56000000,informational,https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
you are home co,88,0,0,0,0,880,36,0.00,0,18090000000,informational,https://www.homelight.com/blog/selling-a-house-with-multiple-owners/,,,,
.4 acres of land,48,0,0,0,0,720,31,0.49,0.01,1010000,informational,https://www.homelight.com/blog/buyer-how-much-to-build-a-house-on-my-land/,,,,
08012,81,0,0,0,0,720,41,0.00,0,3880000,informational,https://www.homelight.com/homes-for-sale/zip/08012-nj,,,,
1 vista montana,21,0,0,0,0,720,20,0.00,0,35900000,informational,https://www.homelight.com/homes/santa-clara-county-ca/1-vista-montana-san-jose-ca-95134-50a9957ac3b511e9879b12b09cbafc98,,,,
10x10 bathroom remodel cost,16,0,0,0,0,720,74,4.74,0.5,84600,informational,https://www.homelight.com/blog/how-much-to-remodel-a-bathroom/,,,,
10x10 bedroom,55,0,0,0,0,720,47,2.17,0.04,18200000,informational,https://www.homelight.com/blog/room-addition-cost/,,,,
10x10 kitchen remodel cost,82,0,0,0,0,720,29,2.83,1,112000,informational,https://www.homelight.com/blog/how-much-to-remodel-a-kitchen/,,,,
11711 memorial dr,35,0,0,0,0,720,16,0.34,0.01,57,informational,https://www.homelight.com/homes/harris-county-tx/11711-memorial-dr-apt-292-houston-tx-77024-c27a0c80020e11e8a49d128184e0bc72,,,,
11957 canterbury dr.,39,0,0,0,0,720,16,0.11,0.03,72,informational,https://www.homelight.com/best-time-to-sell-house/sterling-heights-mi,,,,
1200 square feet,94,0,0,0,0,720,18,0.00,0,141000000,informational,https://www.homelight.com/blog/buyer-average-cost-to-build-a-1500-sq-ft-house/,,,,
1250 s miami ave,60,0,0,0,0,720,10,0.00,0,3520000,informational,https://www.homelight.com/homes/miami-dade-county-fl/1250-s-miami-ave-apt-1711-miami-fl-33130-a17d5da4c39e11e9b6f512b09cbafc98,,,,
1255 n arizona ave,37,0,0,0,0,720,16,0.34,0.01,94,informational,https://www.homelight.com/homes/maricopa-county-az/1255-n-arizona-ave-apt-1119-chandler-az-85225-e718c17055ef11eba27712b09cbafc98,,,,
12x12 square feet,53,0,0,0,0,720,36,0.00,0,3760000,informational,https://www.homelight.com/blog/room-addition-cost/,,,,
1330 old spanish trail,49,0,0,0,0,720,15,0.00,0,91,informational,https://www.homelight.com/homes/harris-county-tx/1330-old-spanish-trl-apt-1107-houston-tx-77054-21336766c66511e7ad15128184e0bc72,,,,
161 e chicago ave,47,0,0,0,0,720,14,0.00,0.01,95,"informational, transactional",https://www.homelight.com/homes/cook-county-il/161-e-chicago-ave-apt-47g-chicago-il-60611-ba65505316c267c14b364b265116c9bf,,,,
1750 n bayshore dr,42,0,0,0,0,720,24,0.62,0.01,77,informational,https://www.homelight.com/homes/miami-dade-county-fl/1750-n-bayshore-dr-apt-3403-miami-fl-33132-bc0ce38e5c615ba46538ccf8e38b5df7,,,,
2 bedroom tiny house inside,70,0,0,0,0,720,48,0.00,1,136000000,informational,https://www.homelight.com/blog/buyer-how-to-build-a-tiny-house/,,,,
2 car detached garage,28,0,0,0,0,720,55,1.25,1,26500000,"informational, transactional",https://www.homelight.com/blog/how-much-does-a-detached-garage-add-to-property-value/,,,,
2 master bedroom house plans,29,0,0,0,0,720,50,0.40,1,61600000,"commercial, informational",https://www.homelight.com/blog/buyer-what-is-a-dual-master-suite/,,,,
200 sq ft room,76,0,0,0,0,720,31,0.00,0.03,47800000,informational,https://www.homelight.com/blog/room-addition-cost/,,,,
20901,78,0,0,0,0,720,43,0.16,0.01,4170000,informational,https://www.homelight.com/homes-for-sale/zip/20901-md,,,,
2451 brickell ave,45,0,0,0,0,720,15,0.00,0,63,informational,https://www.homelight.com/homes/miami-dade-county-fl/2451-brickell-ave-apt-4k-miami-fl-33129-732f1b5e6b86c23413c108745265cff1,,,,
250 sq ft room,62,0,0,0,0,720,37,0.00,0.05,26700000,informational,https://www.homelight.com/blog/room-addition-cost/,,,,
27713,75,0,0,0,0,720,47,0.39,0.01,7480000,informational,https://www.homelight.com/homes-for-sale/zip/27713-nc,,,,
28104,65,0,0,0,0,720,42,0.18,0,3320000,informational,https://www.homelight.com/homes-for-sale/zip/28104-nc,,,,
28306,67,0,0,0,0,720,46,0.25,0.01,1950000,informational,https://www.homelight.com/homes-for-sale/zip/28306-nc,,,,
28601,63,0,0,0,0,720,42,0.00,0,2810000,"informational, transactional",https://www.homelight.com/homes-for-sale/zip/28601-nc,,,,
29715,79,0,0,0,0,720,49,0.23,0,2530000,informational,https://www.homelight.com/homes-for-sale/zip/29715-sc,,,,
